7105	57185
7105	85477
7105	29116
7105	846
7105	10319
7105	7771
7105	29924
7105	22998
7105	119391
7105	84708
7105	59277
7105	51495
7105	23239
7105	22837
7105	1741
7105	334
7105	7760
7105	2036
7105	25943
7105	3912
7105	1312
7105	55506
7105	23598
7105	6907
7105	6855
7105	55565
7105	23370
7105	9149
7105	54504
7105	10927
7105	23731
7105	219771
7105	54894
7105	23321
7105	374378
7105	605
7105	57460
7105	79632
7105	10314
7105	80146
7105	56171
7105	4072
7105	7010
7105	23363
7105	7596
7105	27109
7105	7067
7105	83543
7105	57153
7105	9754
7105	10298
7105	9026
7105	10742
7105	22903
7105	25778
7105	57180
7105	6272
7105	80263
7105	80206
7105	747
7105	57710
7105	4008
7105	9649
7105	10817
7105	6653
7105	53826
7105	80031
7105	51626
7105	80144
7105	145482
7105	221184
7105	2064
7105	351
7105	1952
7105	51097
7105	8476
7105	9580
7105	4867
7105	8502
7105	84892
7105	79966
7105	4651
7105	7552
7105	2719
7105	4915
7105	221061
7105	116966
7105	1793
7105	4306
7105	80014
7105	153562
7105	166647
7105	148103
7105	5578
7105	5239
7105	150696
7105	8321
7105	55607
7105	5152
7105	8741
7105	57465
7105	22941
7105	55225
7105	151742
7105	1040
7105	5783
7105	132014
7105	7802
7105	5364
7105	22836
7105	619279
7105	158326
7105	157378
7105	84302
7105	65268
7105	11092
7105	57447
7105	6297
7105	79789
7105	252983
7105	54893
7105	10229
7105	55295
7105	147798
7105	374875
7105	137695
7105	79867
7105	92305
7105	8706
7105	6383
7105	57484
7105	84140
7105	26145
7105	5314
7105	55561
7105	4118
7105	3728
7105	133022
7105	79730
7105	139065
7105	222166
7105	85453
7105	84698
7105	57463
7105	55228
7105	5101
7105	7625
7105	64800
7105	4286
7105	4059
7105	145173
7105	65998
7105	1287
7105	100129583
7105	353088
7105	57799
7105	114112
7105	9719
7105	89894
7105	5178
7105	3221
7105	3897
7105	57692
7105	347475
7105	221545
7105	151230
7105	392617
7105	342184
7105	105379427
7105	28401
57185	6792
57185	55148
57185	4802
57185	4756
57185	6596
57185	9187
57185	6595
57185	55218
57185	7760
