protein1	protein2
6195	84271
48	6445
7421	114548
54585	132141
79019	378708
6602	440295
351	8036
167826	283431
3459	157753
1457	54894
6382	59345
1649	91647
963	1946
9079	26258
7428	51668
351	1716
60	6733
27153	51335
23294	401546
7538	11340
5911	55846
64979	266971
8625	9759
4436	11102
5630	64927
4111	51225
23350	406953
4171	23594
5987	114822
2261	2957
4148	64081
1912	4004
9212	9258
9183	152579
4000	55510
3801	3853
11140	26261
9807	30008
5565	116225
2131	5727
7846	28962
1947	2042
4087	8678
6629	8175
84240	115509
2202	140467
54507	79058
11211	25844
55701	440563
22938	55791
1106	5245
10628	53615
4212	337969
8717	8737
10971	55699
995	7532
10923	27185
10949	574411
115265	256364
5733	10526
5034	200504
638	5354
6613	23186
59	54476
7629	11235
9796	56992
2101	2104
5970	8517
5591	64421
25841	121551
3818	23397
10870	55144
786	153364
2289	10062
70	54108
1478	130074
2274	10524
5728	27010
10804	163882
898	7161
1794	388677
7013	128646
8452	9040
8419	9457
4023	4833
4758	10551
5565	254122
80834	81890
387	58504
5094	79084
5304	79048
58529	83719
27330	29115
4753	57532
54550	284058
5654	11173
1462	112744
4223	60343
10497	79962
5521	5721
4087	6830
7541	65983
662	65983
56984	389362
329	51465
563	7710
4215	10746
11130	53840
8848	29925
9240	9402
23326	54629
4747	152206
2886	200845
4236	287015
55611	55662
55789	135295
153918	445582
4149	5499
1736	2258
3198	30008
5174	10158
1857	653121
6602	25793
25861	222389
23671	388677
3609	9790
169834	202243
2827	10329
65095	341567
85291	196477
9770	23028
6500	7321
10254	115948
55112	83657
4345	131450
153527	440295
1457	10541
1374	2566
3821	7851
31	341
6376	201627
4792	7415
10089	494115
22924	113730
3098	80201
4214	23062
55362	55630
5286	7529
4223	79618
23506	113878
4036	286128
4070	8914
9743	84445
10458	80232
9362	131034
10302	25886
467	6310
2885	548593
639	55857
22890	23022
91653	220323
8727	138716
4123	79696
56891	84962
6602	493829
3956	9902
81565	162239
95	115572
6124	54665
51138	51562
1460	90480
1387	2113
9670	80714
2318	6416
3884	55111
10214	727837
1387	5087
6583	8417
2222	10285
65993	389362
59272	146198
2671	9949
11103	135295
3821	56928
4618	6925
4709	4718
5518	29888
51105	57573
57105	375791
26539	84919
817	2908
5575	84282
9463	256302
353137	353140
22950	84844
29117	81611
9553	51258
2078	6421
10128	406984
6625	84530
9575	79365
55065	65062
3123	4102
9146	10656
3240	5930
8089	54520
6564	9200
4353	9142
6883	64881
539	8517
801	2969
8417	85019
4087	23592
3801	3868
1107	1478
5094	10569
4038	388555
2258	6141
2332	3005
54839	84542
5813	406915
51222	90933
2355	7392
51073	55168
3006	23397
944	80328
5818	10447
3958	5738
5713	51377
351	55094
2885	83895
3851	83481
104	23361
51421	85291
79669	145567
9695	27163
10284	23091
2686	10003
1031	10768
118	119
55584	64837
10024	441046
2861	90522
353133	729515
29088	51318
24144	64147
7099	63923
1762	5473
26984	196374
55739	386681
29916	56475
85291	130560
3482	23062
405	6794
10253	151963
29109	55212
3551	8533
998	26092
5781	6777
10664	94086
8572	55731
185	79004
26239	388818
2213	5777
5439	337974
540	27094
5204	64100
122183	165140
1478	402682
351	9128
351	23057
219854	493856
5631	55140
51103	126364
1107	8405
10423	390212
9426	84146
805	5724
1017	4998
2253	57216
23386	26261
1459	10921
3910	5764
238	23592
4690	5829
55198	388407
7570	92999
6301	121053
10411	221443
10923	11168
161424	388633
30012	337879
51760	57511
10214	84838
757	7918
3299	8495
335	65110
84445	126868
2273	27295
23371	50717
189	84648
85293	167826
902	1017
920	3383
4122	79630
3671	89782
5425	27120
801	54887
64782	386680
26511	80817
3015	8335
2150	5995
1295	9414
7132	56704
84217	158297
8618	23294
1141	10159
83481	319101
7067	79842
10656	57787
7428	55920
9685	140735
2	51024
9094	728411
3077	124936
5338	541468
5154	7373
8520	63932
2064	6815
4115	7531
55766	84811
2887	25959
29843	339479
51006	222662
10667	386675
1889	386680
79767	93986
2187	3570
23542	51147
3009	56829
2743	2892
2903	6714
1737	3146
7431	169981
5929	83667
1267	23410
9670	93377
9349	10542
6601	342574
2033	3663
4798	399947
4609	5426
23395	83596
4831	80305
1198	3183
5569	51149
2033	64397
5604	83899
23195	140578
2125	23603
150383	389136
6434	55110
6310	83734
10317	55894
363	2014
7681	9146
6670	7157
10450	91603
90665	347688
3106	4048
8079	23386
274	255057
695	57154
6013	26018
7528	7639
708	10578
330	26999
1488	11279
857	6573
8548	90060
2993	7122
4089	10987
9247	11030
4904	54534
1747	5458
55507	79953
5362	79630
800	6709
5447	29886
1158	10971
7325	115123
9847	79026
2840	57508
51693	85438
1398	158297
1915	100462977
1912	401507
56344	79797
3190	54832
51121	389421
23095	51411
10238	84333
55274	79009
27342	55072
23557	192666
2192	286128
3881	84766
2896	6691
384	150082
4580	8884
5376	81542
9818	79693
23503	125115
57215	150160
840	5925
5889	79728
7332	25897
211	339210
773	4145
10458	49854
1269	144110
7334	29116
3316	10449
4609	79901
5078	26232
8419	342574
5304	30811
8359	55140
2975	84164
26206	386681
27173	85025
4004	30832
2274	140290
1857	154881
3305	4793
6198	7345
5305	113026
6310	9342
10656	27316
3881	5357
53826	643236
3832	5468
6418	374393
1612	7535
2199	89887
56123	56132
26115	57530
1132	55732
93621	126006
983	5499
3189	10657
271	272
1263	59349
8087	9454
4087	7507
1406	51324
4919	5339
23204	26003
81	22806
3798	4000
5609	142679
10462	158866
6867	84062
3354	5702
5664	653404
2932	9887
26279	27249
10312	147007
84159	128312
7568	8565
3309	51738
970	2189
4867	7267
215	55630
3805	10560
1327	94005
740	57129
5764	54622
4085	219541
4193	22883
189	125115
771	114034
51533	151636
54785	119032
29110	57506
481	57142
462	5367
10978	116461
8678	10017
4702	84676
23074	51181
4067	59341
5516	5970
1647	8543
4750	120892
9135	23062
56658	388569
7316	221302
1063	66036
3198	8928
351	7092
4850	7334
3326	9641
4249	140767
5931	25942
258	147965
4188	64129
5966	6539
25	3073
10103	116151
4628	5728
1653	2266
2212	5357
84641	203062
27131	57534
6613	128710
5501	5514
6477	132851
595	7343
6602	9851
9135	55275
10130	57673
23567	168544
57159	84957
10524	56287
51378	55033
6500	115290
54793	170954
6891	116173
1601	5579
25	2065
26286	257236
2874	8900
80097	121441
1029	80258
968	55041
8419	9146
30012	337967
7571	9457
23029	440689
5433	85360
199834	353140
10432	407051
9146	60685
4163	79968
10195	28988
8027	117584
8531	407044
4163	8675
8451	9730
199990	440295
3177	55161
3397	440093
9238	162427
23136	23564
7572	9326
2597	5663
51193	54840
114826	150160
6737	7316
23178	80099
51148	158062
54845	124944
3556	56137
10138	84759
4250	54209
6133	79618
9026	85021
3910	79694
9701	91526
10611	11117
54535	80705
64105	84816
55093	386675
81627	406899
114971	386682
6508	7186
5058	80176
84807	93273
5300	9135
26239	386675
2966	2968
9245	286410
2130	79869
9096	51171
22864	22914
6124	57062
10284	10474
25959	388951
3106	3839
10008	22954
3763	7348
8618	55120
9146	29978
2597	26330
56144	83752
3816	345778
492	79770
259266	283458
3927	23294
2176	4893
56913	493869
7584	10464
23354	54801
5013	375791
3805	7205
8794	54831
9118	84960
83896	353142
885	125113
9119	64599
56342	57109
4053	147657
10251	23005
7851	10970
3689	79142
8087	9961
4302	11016
3093	9666
51133	55208
2801	84458
80139	84948
892	7566
958	25929
140691	541468
10111	131474
5125	83897
8076	9453
25879	79031
51400	441521
6386	7965
5156	8754
4144	54033
5620	11124
2534	9826
51019	653440
29956	57707
843	9588
3501	84624
55076	79734
351	26003
3881	83746
51314	339010
4839	79101
2065	9892
2010	93426
3796	6613
3224	9342
25873	64282
3364	4345
10772	29896
6386	8697
10884	51263
9213	57498
4170	81559
1146	6449
4188	4281
1470	2959
59286	116154
839	8665
104	29889
10193	80124
170954	440295
6257	7068
10482	120379
10566	83853
56098	254531
705	90933
861	84807
6642	10525
326	4690
53820	112755
1233	54888
7447	161742
150677	100996717
996	3298
6130	9568
10142	164592
10403	119392
51075	255043
54955	124590
60385	64326
4904	389421
664	202243
71	100288687
81627	151278
1962	10682
1717	4692
8780	84699
5257	100533106
7185	164127
11107	84629
51574	406901
7189	8565
5563	56850
10642	406937
11043	79862
54955	386683
8398	64184
10681	10963
26027	56915
10445	55109
3005	51196
4830	11274
2035	25994
6780	9188
29080	51081
2264	161291
2201	6768
84816	201626
104	84450
6626	54039
57594	170082
23423	26003
4141	406891
11266	26031
1114	2261
23186	284119
7260	23186
5866	93426
2810	64326
8533	79364
6595	6602
1454	55861
9445	10505
817	441046
23299	23555
64960	158234
5283	7098
50855	64750
6619	51171
5725	84962
4223	22903
1153	9529
3703	6184
2118	6794
6727	132430
23291	57575
3312	51148
92129	162427
28985	219409
57082	283685
2993	151195
9440	90390
4259	340348
4841	59344
4233	90273
6606	51160
407	826
5710	8454
1152	3611
1654	406883
273	7448
406	738
4004	6640
8687	51592
128553	284001
54994	64795
3841	285672
22883	222256
9641	51386
163033	400916
54853	116138
23210	55339
1406	140836
28952	54939
2801	8417
8887	9351
6428	29889
633	6442
998	4649
10951	25890
373156	100287932
54893	84859
2859	6543
2833	7852
10244	29105
348	6124
7375	10465
5424	54507
10290	10971
2823	22924
23361	100534599
10430	162427
908	4287
369	114609
1615	406888
8344	10902
6197	9368
967	50512
9119	154313
6950	203100
10565	116841
3359	253782
1261	79594
1616	5728
79665	84955
1437	10365
1182	3315
6428	124995
55859	246100
80321	283234
6273	93986
112752	123228
7128	10318
1540	9641
573	80139
6915	389336
4342	81850
3185	406882
758	7775
4544	5496
9570	84662
2241	5510
64147	147687
10767	118460
26037	57622
2296	131965
85509	219854
23211	342926
23480	90993
27332	29911
3064	55690
27229	79991
4716	100288711
27111	84313
8793	80833
8315	55702
3106	6147
6094	8529
8452	55175
51760	79983
2181	9742
3598	5188
145483	342096
8291	26354
26039	134701
23171	27120
8881	119504
25816	55837
598	138065
7067	11178
833	7124
6885	64881
5357	81890
23380	65220
150280	151195
3651	7290
351	4729
4048	26277
4110	9319
10807	64127
57528	115207
7095	8120
351	1453
7702	84708
7555	23560
27018	51147
7634	386683
944	1605
3713	114793
64283	246100
6286	23557
51490	406900
7533	23095
4854	54682
60491	348110
8987	114928
10078	60625
1755	94235
5049	56895
1030	3480
26060	374395
1915	23095
1163	391257
805	8826
8887	140767
634	1048
23137	55723
7125	283489
23043	27018
5564	6727
386680	653123
79165	145282
29979	441108
5728	9328
64753	79036
10296	653423
27229	440145
30848	54780
9474	55379
3987	55885
96626	203259
8379	55845
80346	84272
4153	10747
2669	54764
1731	2040
5350	200232
6491	257236
5354	11237
1019	1031
5578	9143
2040	100529063
23400	54918
5468	7421
336	2703
109	54106
10772	343069
7918	146542
10181	10687
608	6894
9051	115265
57617	83547
5434	10621
11007	401508
54955	339834
5371	54386
7389	9283
54882	80778
83755	353145
5578	23513
51075	58985
10054	10055
5166	9046
5155	10969
11318	653519
4001	130951
9131	131474
4000	53826
6352	6356
83878	147872
51075	201562
55218	65983
10175	148534
10521	23435
51170	51763
10621	84232
5080	6271
10505	132724
805	9657
51343	163786
11097	84248
142	131870
5058	81848
6653	64858
84314	200232
3190	407044
6273	122060
222642	613212
207	7026
10516	221937
26994	128346
9341	10815
6256	8648
3159	54887
5080	152206
9752	56141
3383	7277
963	100507537
54033	79005
4301	9644
9119	54535
3433	256646
50618	84466
115992	196051
3868	117144
9530	91977
9520	80131
4609	55746
10006	94134
25	3224
5535	10981
6500	9135
3190	10432
4609	10524
998	10071
10643	22868
6217	253635
25980	55837
64083	205428
2993	5925
3662	6778
7536	11030
8548	84460
4831	5888
1459	2904
4193	4869
55766	79165
1512	7710
744	51371
3326	57565
6189	6203
8803	57085
55214	81628
3039	388677
3015	22989
10870	26984
7008	10573
1503	4609
1026	5001
7013	51411
7851	57761
7284	8243
8712	80195
3679	4250
9774	55216
23085	220082
5089	10494
2954	5501
6777	81857
983	5371
2048	7525
408	3839
527	963
116151	201232
8517	28992
2177	7013
54984	55720
26511	80212
2641	23140
115752	389812
9817	51256
51073	118460
9254	160065
358	29986
10847	23475
3122	55711
3183	57461
55150	125115
6721	64968
2036	23131
71	1073
9815	84172
84856	124404
5427	653499
9950	259294
1727	85025
2100	79039
10180	28972
23567	79727
50619	148423
7329	23028
7343	9015
8727	29946
95	146325
10404	57106
6794	51343
9991	57062
55929	139628
8453	644186
10169	729240
9404	167838
5496	81545
5612	116115
11077	58500
64324	202243
329	640
5819	6259
9630	56940
25904	339345
1340	388335
1195	23469
1670	6152
56261	147686
132946	150468
7328	23624
7083	25879
8687	56478
1460	10210
137492	100526737
8576	91419
5362	26232
8651	9595
5981	10971
146760	100996717
11112	27071
580	4502
4784	8544
29896	406985
9114	55093
1047	23231
373	5144
7113	58515
2070	9625
27283	54749
8341	10589
3730	23212
5634	8935
3065	3836
6133	57594
5966	134359
7329	9306
10897	51300
9319	115817
9775	79669
3881	54726
56475	79971
10540	23219
2934	55860
94235	352999
1044	2332
7532	122786
55163	57085
8751	9459
9891	26260
6714	23136
2993	23534
6659	9958
2065	2885
57159	84283
6143	65080
158297	284325
4833	654364
55766	57585
6605	440738
4286	8554
7170	80764
1047	386724
190	6720
1191	158763
55758	56850
781	641517
4536	4726
427	144423
3110	9554
54502	151963
9802	90993
90485	375791
25813	84303
1295	55165
6617	6908
3886	10286
1456	338692
29775	143884
200350	728911
2997	5130
2261	55819
8454	140739
5966	200576
5080	22919
8334	8462
662	57348
1639	9282
5204	79848
8525	79736
126375	378951
9586	23281
23548	80349
2313	55286
7431	138311
6288	83594
4040	55105
57530	344558
7727	284312
6733	8227
9667	23710
8290	23309
7813	55663
3904	51435
1890	55668
347	203062
3821	116442
3198	57463
2150	7871
57473	94081
5987	51160
1917	84866
64395	200558
22803	58529
9570	10228
501	7518
92421	147807
7329	391257
8335	51574
6821	83896
9119	124790
9894	27334
3981	10577
397	94235
6597	51053
1838	26088
7812	171483
3315	9343
55660	55920
23438	406888
9001	10524
972	10542
9993	56994
4239	25801
84186	168544
373	640
93492	283643
6392	112744
7186	254187
351	3068
3326	283455
7707	11281
4783	120379
5582	5684
7466	79084
1522	125115
80023	128486
7428	348093
6672	23468
255231	728378
4691	56975
29800	81850
9645	84502
7257	256126
8294	79813
11043	55040
81579	140738
7009	56140
5720	79968
81539	643853
1457	6830
8650	85021
3161	122011
9258	84236
3674	3690
6921	8651
5834	29956
10464	200539
3563	8431
9783	55775
6158	117246
3146	54386
30815	84659
534	5515
64978	341208
4152	23468
5468	221504
23390	85458
1917	7186
11033	79666
23201	317762
8676	9482
6732	65117
4815	493869
4791	6129
467	4097
1499	10397
1298	4223
2866	51124
51719	81617
4879	29946
1800	10058
10794	90737
310	9094
5715	23028
6045	10336
3801	64170
51205	171483
7703	29089
22897	30837
55266	137209
9022	730112
123	51029
15	113402
1855	150572
1503	202299
8879	196051
683	3929
10422	23390
4214	5599
1315	7133
672	160492
672	79571
1143	221496
64170	200576
22992	57473
6776	9931
3064	23647
363	4833
84708	342667
5201	5203
7851	203562
10134	79001
1000	10640
5307	222546
25913	134492
8682	54386
3024	64960
324	11009
6707	126119
11169	283487
2217	9657
6774	55231
2260	10446
10498	55614
28973	90196
4602	80342
93	4696
1408	83895
2710	28234
23197	55013
8778	54106
9119	9146
2823	51440
27315	136263
10462	91694
3298	59272
5499	9212
9088	161145
54988	79731
8896	57130
9179	9278
64518	83878
5796	386724
23521	151278
8436	79873
2859	23111
7840	8291
7851	199675
1822	26039
2	8676
3298	8452
3172	8576
150483	100271849
3064	4331
1762	11180
10419	11140
4758	51170
9055	10848
1400	55227
988	7204
55151	55248
79027	146325
7401	196792
5939	10573
2543	64395
3009	6426
10553	80346
8345	9787
6606	28511
23450	406983
3762	56270
5422	8099
400506	406900
2683	6768
5601	8078
3181	220988
6810	10791
10293	56925
5160	54704
3821	10948
4355	64130
988	406984
9342	339344
112755	145483
8836	51742
3684	80346
6733	51645
55756	79035
7301	83899
5252	146542
1945	79831
1460	4355
4609	27018
10241	64745
9653	10675
9099	79656
4783	50514
11231	56655
2926	4613
25959	85294
22908	51075
8349	205717
7532	10519
5193	117248
54577	64781
113179	221481
1785	9402
79659	100507161
58986	387837
30008	337960
9240	11170
4718	55744
9258	10273
10987	55643
10629	93624
26005	55212
1144	90701
92799	93145
5599	284403
1158	8216
2261	5600
9094	83900
6097	56938
9701	259266
6768	10585
4259	10423
351	2147
9978	130535
119032	388135
2355	26960
1488	84662
81	26278
9306	154796
83719	100288695
4794	9020
3730	79954
2874	7205
3014	5859
3881	55337
1647	4216
9766	386681
5687	9861
2079	10929
3501	6788
51225	64333
27111	441521
1437	7020
2885	10551
10682	56935
79415	134391
10273	147687
4005	112752
3309	8785
2120	8241
1455	84296
6477	153769
8260	115701
672	7415
26586	56924
4211	146562
4108	6880
308	49860
53826	378708
7324	51257
6839	84171
2661	29888
6143	6430
10634	25913
6925	9665
8988	55791
9215	338811
5167	387837
23563	129787
2831	256933
57156	147007
5862	90480
6625	6632
4188	11140
5616	84108
30850	146542
2253	387338
84708	375791
6184	10954
64225	374308
27316	51067
3838	7690
55127	93377
5903	10482
5317	7431
6188	222194
6224	7189
6338	29924
26548	51535
29093	124995
6555	55851
678	3898
7922	54544
10524	202243
6737	7704
4734	79057
54662	114991
11075	23566
5408	7040
3064	6636
80270	541468
2064	2886
26168	440563
55041	56341
973	253512
81	348487
5663	7087
163	386675
7975	60468
51053	441521
11017	54554
9218	114884
51439	54602
7375	54205
27069	51128
3572	30818
6799	60491
7325	9802
9554	10282
6502	51239
4931	139422
3222	9124
51390	56947
8693	387837
6428	55299
353139	353332
5307	79868
11051	406906
5083	8431
3006	85235
6329	84975
5928	81629
3934	9601
60	3842
9351	284273
147872	254187
3107	10678
3030	6385
7542	28973
80764	440295
1303	3904
1539	4163
5764	10912
1665	8349
2521	5339
215	116173
7187	387856
10098	57215
4301	8440
26206	79798
2037	3315
6924	7040
3337	11080
133418	170622
27074	91663
163050	386676
10640	30000
1797	54512
9724	144165
11043	145483
83737	85403
4139	7534
9188	407041
51693	85021
6137	6150
9394	10404
51116	158234
1917	55808
329	7335
4052	56109
7251	51237
22795	124801
7851	92840
2993	63897
64855	79541
351	50809
4223	5373
2145	7916
5589	201627
3358	10527
4609	7020
8867	51429
3881	60484
23327	84310
10024	10516
5705	64753
7804	10393
8428	10492
4713	139067
23107	64969
2932	23136
5708	26052
2475	4916
421	29785
56850	143884
11258	80310
1137	51172
9349	9806
974	55243
537	9114
48	6756
761	3241
5977	6603
11077	23371
4800	64895
9730	64919
3178	3183
55646	64848
5347	10307
3416	10536
9991	10199
1373	245934
815	84675
839	23760
2035	51504
4117	51343
2534	664618
6161	56829
2099	5036
23673	116841
2801	79637
9743	147872
6640	10257
8559	9240
4543	5708
79956	401152
64839	84541
4771	81669
27033	57474
348	5663
6869	9144
6602	29946
7716	8175
4005	84080
705	54550
9111	113457
2939	63932
9825	58533
4719	6646
83696	100128327
9532	220134
11130	57128
3313	4791
7297	10419
70	5068
80764	120939
11052	64175
9685	9829
3190	407047
3880	9470
