kegg_id,ncbi_gene_id
C00001,1355
C00001,7915
C00001,217
C00001,219
C00001,223
C00001,224
C00001,501
C00001,64577
C00001,216
C00001,220
C00001,8854
C00001,218
C00001,221
C00001,222
C00001,8659
C00001,316
C00001,1371
C00001,554235
C00001,2746
C00001,2747
C00001,8528
C00001,4015
C00001,259307
C00001,314
C00001,8639
C00001,26
C00001,1610
C00001,4128
C00001,4129
C00001,55163
C00001,10840
C00001,160428
C00001,10157
C00001,51268
C00001,196743
C00001,54498
C00001,10587
C00001,114112
C00001,7296
C00001,6821
C00001,8991
C00001,51449
C00001,78991
C00001,285362
C00001,4482
C00001,22921
C00001,253827
C00001,51734
C00001,57412
C00001,6470
C00001,6472
C00001,275
C00001,2618
C00001,10243
C00001,22933
C00001,23408
C00001,23409
C00001,23410
C00001,23411
C00001,51547
C00001,51548
C00001,2194
C00001,102724197
C00001,124975
C00001,2678
C00001,2686
C00001,2687
C00001,1431
C00001,3157
C00001,3158
C00001,10720
C00001,10941
C00001,54490
C00001,54575
C00001,54576
C00001,54577
C00001,54578
C00001,54579
C00001,54600
C00001,54657
C00001,54658
C00001,54659
C00001,574537
C00001,7363
C00001,7364
C00001,7365
C00001,7366
C00001,7367
C00001,79799
C00001,5471
C00001,54187
C00001,1352
C00001,10314
C00001,119391
C00001,221357
C00001,25774
C00001,27306
C00001,2938
C00001,2939
C00001,2940
C00001,2941
C00001,2944
C00001,2946
C00001,2947
C00001,2948
C00001,2949
C00001,2950
C00001,2952
C00001,2953
C00001,373156
C00001,4257
C00001,4258
C00001,4259
C00001,653689
C00001,9446
C00001,27430
C00001,4143
C00001,4144
C00001,3145
C00001,4942
C00001,51166
C00001,56267
C00001,883
C00001,79693
C00001,22928
C00001,22929
C00001,55034
C00001,51091
C00001,1066
C00001,124641
C00001,221223
C00001,23491
C00001,8824
C00001,140733
C00001,28992
C00001,51365
C00001,285148
C00001,80821
C00001,1056
C00001,3988
C00001,9104
C00001,5444
C00001,5445
C00001,5446
C00001,11343
C00001,26090
C00001,57406
C00001,7920
C00001,138428
C00001,3396
C00001,391356
C00001,51651
C00001,119548
C00001,13
C00001,3990
C00001,5406
C00001,5407
C00001,5408
C00001,57104
C00001,80339
C00001,8513
C00001,9388
C00001,25796
C00001,9563
C00001,11145
C00001,54979
C00001,4023
C00001,100137049
C00001,100652777
C00001,123745
C00001,151056
C00001,255189
C00001,26279
C00001,283748
C00001,30814
C00001,391013
C00001,50487
C00001,5319
C00001,5320
C00001,5321
C00001,5322
C00001,64600
C00001,81579
C00001,8398
C00001,8399
C00001,84647
C00001,8605
C00001,8681
C00001,374569
C00001,5049
C00001,5050
C00001,5051
C00001,7941
C00001,10434
C00001,10908
C00001,11313
C00001,1178
C00001,23659
C00001,375775
C00001,54414
C00001,6121
C00001,43
C00001,313
C00001,3991
C00001,590
C00001,55347
C00001,92715
C00001,147111
C00001,134526
C00001,2098
C00001,10965
C00001,11332
C00001,117145
C00001,122970
C00001,153364
C00001,284486
C00001,570
C00001,641371
C00001,55301
C00001,127018
C00001,51104
C00001,5538
C00001,58489
C00001,81926
C00001,9374
C00001,10005
C00001,26275
C00001,3029
C00001,248
C00001,249
C00001,250
C00001,251
C00001,25819
C00001,2203
C00001,8789
C00001,8611
C00001,8612
C00001,8613
C00001,130367
C00001,81537
C00001,10106
C00001,10217
C00001,1033
C00001,11072
C00001,11221
C00001,11266
C00001,114971
C00001,128853
C00001,128854680
C00001,132160
C00001,134510
C00001,136157
C00001,142679
C00001,143506
C00001,147699
C00001,150290
C00001,151742
C00001,152926
C00001,160760
C00001,168448
C00001,1843
C00001,1844
C00001,1845
C00001,1846
C00001,1847
C00001,1848
C00001,1849
C00001,1850
C00001,1852
C00001,192111
C00001,196120
C00001,22843
C00001,23035
C00001,23239
C00001,23399
C00001,285193
C00001,29101
C00001,333926
C00001,338599
C00001,390031
C00001,390033
C00001,441584
C00001,51207
C00001,54434
C00001,5470
C00001,5475
C00001,54935
C00001,5494
C00001,5495
C00001,5496
C00001,54961
C00001,5499
C00001,5500
C00001,5501
C00001,5515
C00001,5516
C00001,5530
C00001,5531
C00001,55313
C00001,5532
C00001,5533
C00001,5536
C00001,5537
C00001,56940
C00001,5728
C00001,57460
C00001,58190
C00001,63904
C00001,78986
C00001,7957
C00001,79871
C00001,80824
C00001,80895
C00001,8446
C00001,8493
C00001,85464
C00001,8555
C00001,8556
C00001,9150
C00001,92235
C00001,9647
C00001,283871
C00001,51205
C00001,52
C00001,53
C00001,54
C00001,55
C00001,93650
C00001,3612
C00001,3613
C00001,140838
C00001,5723
C00001,11284
C00001,3633
C00001,4952
C00001,56623
C00001,8867
C00001,8871
C00001,196051
C00001,23175
C00001,64900
C00001,84513
C00001,9663
C00001,54704
C00001,57546
C00001,5207
C00001,5208
C00001,5209
C00001,5210
C00001,57103
C00001,100528064
C00001,10076
C00001,11099
C00001,11122
C00001,11156
C00001,145553
C00001,2070
C00001,2138
C00001,2139
C00001,2140
C00001,25930
C00001,26095
C00001,26191
C00001,26469
C00001,374462
C00001,53347
C00001,5770
C00001,5771
C00001,5774
C00001,5775
C00001,5777
C00001,5778
C00001,5780
C00001,5781
C00001,5782
C00001,5784
C00001,5786
C00001,5787
C00001,5788
C00001,5789
C00001,5791
C00001,5792
C00001,5793
C00001,5794
C00001,5795
C00001,5796
C00001,5797
C00001,5798
C00001,5799
C00001,5800
C00001,5801
C00001,5802
C00001,5803
C00001,7803
C00001,8073
C00001,84867
C00001,84959
C00001,8897
C00001,9110
C00001,993
C00001,994
C00001,995
C00001,100526794
C00001,22978
C00001,284958
C00001,30833
C00001,4907
C00001,56953
C00001,84618
C00001,93034
C00001,27124
C00001,3632
C00001,51763
C00001,3628
C00001,9562
C00001,4534
C00001,55613
C00001,64419
C00001,8776
C00001,8898
C00001,9107
C00001,9108
C00001,3631
C00001,8821
C00001,10380
C00001,54928
C00001,493911
C00001,57026
C00001,162466
C00001,2053
C00001,58478
C00001,55529
C00001,90809
C00001,3635
C00001,3636
C00001,51020
C00001,2538
C00001,57818
C00001,92579
C00001,115024
C00001,51251
C00001,8226
C00001,113026
C00001,23007
C00001,23236
C00001,51196
C00001,5330
C00001,5331
C00001,5332
C00001,5333
C00001,5335
C00001,5336
C00001,84812
C00001,89869
C00001,9651
C00001,339221
C00001,55512
C00001,55627
C00001,6609
C00001,6610
C00001,10846
C00001,50940
C00001,5136
C00001,5137
C00001,5138
C00001,5139
C00001,5140
C00001,5153
C00001,56261
C00001,81544
C00001,5145
C00001,5146
C00001,5152
C00001,5158
C00001,8654
C00001,1267
C00001,284161
C00001,5168
C00001,79153
C00001,122618
C00001,23646
C00001,5337
C00001,5338
C00001,54857
C00001,51573
C00001,51172
C00001,2822
C00001,27115
C00001,5141
C00001,5142
C00001,5143
C00001,5144
C00001,5150
C00001,5151
C00001,8622
C00001,142891
C00001,166929
C00001,259230
C00001,411
C00001,3423
C00001,2799
C00001,412
C00001,2588
C00001,410
C00001,374659
C00001,6448
C00001,10768
C00001,191
C00001,23382
C00001,276
C00001,277
C00001,278
C00001,279
C00001,280
C00001,6476
C00001,7841
C00001,80162
C00001,3938
C00001,10905
C00001,4121
C00001,57134
C00001,4122
C00001,4124
C00001,1118
C00001,27159
C00001,10855
C00001,10724
C00001,10825
C00001,129807
C00001,4758
C00001,4759
C00001,10020
C00001,2548
C00001,2595
C00001,8972
C00001,93432
C00001,23193
C00001,11253
C00001,57733
C00001,2717
C00001,2720
C00001,23324
C00001,4123
C00001,4125
C00001,4126
C00001,11181
C00001,2990
C00001,9365
C00001,178
C00001,23553
C00001,23670
C00001,3373
C00001,57214
C00001,6677
C00001,8372
C00001,8692
C00001,2629
C00001,57704
C00001,2581
C00001,4668
C00001,4669
C00001,2517
C00001,2519
C00001,284004
C00001,3073
C00001,3074
C00001,3425
C00001,141
C00001,23098
C00001,683
C00001,952
C00001,79852
C00001,144110
C00001,255043
C00001,4048
C00001,2052
C00001,51056
C00001,290
C00001,55748
C00001,84735
C00001,135293
C00001,10003
C00001,10004
C00001,2346
C00001,254827
C00001,59272
C00001,100287144
C00001,100287178
C00001,100287205
C00001,100287238
C00001,100287327
C00001,100287364
C00001,100287404
C00001,100287441
C00001,100287478
C00001,100287513
C00001,100288520
C00001,10600
C00001,10617
C00001,10868
C00001,10869
C00001,11274
C00001,124739
C00001,126119
C00001,139562
C00001,1540
C00001,158880
C00001,159195
C00001,161725
C00001,219333
C00001,220213
C00001,221302
C00001,23032
C00001,23252
C00001,23326
C00001,23358
C00001,25862
C00001,27005
C00001,29761
C00001,373509
C00001,377630
C00001,389856
C00001,392188
C00001,392197
C00001,401447
C00001,51029
C00001,51377
C00001,51633
C00001,54629
C00001,54726
C00001,54764
C00001,55031
C00001,55230
C00001,55593
C00001,55611
C00001,55793
C00001,56957
C00001,57478
C00001,57558
C00001,57559
C00001,57602
C00001,57646
C00001,57663
C00001,57695
C00001,645402
C00001,645836
C00001,646951
C00001,64854
C00001,7128
C00001,728369
C00001,728373
C00001,728379
C00001,728386
C00001,728393
C00001,728400
C00001,728405
C00001,728419
C00001,7345
C00001,7347
C00001,7375
C00001,7398
C00001,7874
C00001,78990
C00001,80013
C00001,80124
C00001,8078
C00001,8237
C00001,8239
C00001,8287
C00001,8314
C00001,83844
C00001,84101
C00001,84132
C00001,84182
C00001,84196
C00001,84640
C00001,84669
C00001,84749
C00001,85015
C00001,8975
C00001,90268
C00001,9097
C00001,9098
C00001,9099
C00001,9100
C00001,9101
C00001,9736
C00001,9929
C00001,9958
C00001,9960
C00001,8836
C00001,10269
C00001,80150
C00001,91703
C00001,686
C00001,123803
C00001,55093
C00001,11315
C00001,4817
C00001,100526760
C00001,95
C00001,443
C00001,27165
C00001,2744
C00001,125981
C00001,340485
C00001,427
C00001,56624
C00001,51005
C00001,175
C00001,56954
C00001,55768
C00001,51733
C00001,27163
C00001,64146
C00001,9487
C00001,125061
C00001,8875
C00001,8876
C00001,158584
C00001,2166
C00001,1807
C00001,790
C00001,144193
C00001,26873
C00001,383
C00001,384
C00001,11240
C00001,23569
C00001,29943
C00001,353238
C00001,51702
C00001,79814
C00001,23564
C00001,23576
C00001,55821
C00001,471
C00001,1635
C00001,2643
C00001,9615
C00001,23536
C00001,103
C00001,100
C00001,144811
C00001,51816
C00001,81602
C00001,978
C00001,270
C00001,271
C00001,272
C00001,10797
C00001,441024
C00001,4522
C00001,10247
C00001,10007
C00001,132789
C00001,27068
C00001,5464
C00001,64077
C00001,58497
C00001,79077
C00001,11164
C00001,53343
C00001,56985
C00001,7226
C00001,84284
C00001,318
C00001,25961
C00001,83594
C00001,1854
C00001,79178
C00001,2272
C00001,22875
C00001,57171
C00001,256281
C00001,84304
C00001,377841
C00001,953
C00001,956
C00001,11163
C00001,11165
C00001,170685
C00001,440672
C00001,55190
C00001,4521
C00001,55270
C00001,79873
C00001,28960
C00001,124583
C00001,955
C00001,957
C00001,9583
C00001,131870
C00001,167227
C00001,3704
C00001,97
C00001,98
C00001,283927
C00001,390916
C00001,5167
C00001,5169
C00001,150786
C00001,347517
C00001,51560
C00001,5870
C00001,7879
C00001,84084
C00001,6729
C00001,10059
C00001,1759
C00001,1785
C00001,26052
C00001,4976
C00001,2184
C00001,8942
C00001,81889
C00001,29085
C00001,2677
C00001,5805
C00001,441250
C00001,55253
C00001,11238
C00001,23632
C00001,377677
C00001,759
C00001,760
C00001,761
C00001,762
C00001,763
C00001,765
C00001,766
C00001,767
C00001,768
C00001,771
C00001,3295
C00001,51074
C00001,2023
C00001,2026
C00001,2027
C00001,387712
C00001,201562
C00001,401494
C00001,51495
C00001,9200
C00001,59344
C00001,1892
C00001,1962
C00001,3030
C00001,549
C00001,2271
C00001,102724560
C00001,875
C00001,210
C00001,48
C00001,50
C00001,23483
C00001,2762
C00001,80017
C00001,131669
C00001,55556
C00001,7390
C00001,112849
C00001,5092
C00001,84105
C00001,85007
C00001,64850
C00001,10993
C00001,113675
C00001,1491
C00001,4337
C00001,1373
C00001,1503
C00001,56474
C00001,93100
C00001,55191
C00001,8833
C00001,5198
C00001,440
C00001,283459
C00001,5188
C00001,55278
C00001,4512
C00001,506
C00001,523
C00002,47
C00002,326625
C00002,27430
C00002,4143
C00002,4144
C00002,3098
C00002,3099
C00002,3101
C00002,80201
C00002,5207
C00002,5208
C00002,5209
C00002,5210
C00002,139189
C00002,1606
C00002,1607
C00002,1608
C00002,160851
C00002,1609
C00002,8525
C00002,8526
C00002,8527
C00002,9162
C00002,5211
C00002,5213
C00002,5214
C00002,1633
C00002,1716
C00002,414328
C00002,3706
C00002,3707
C00002,80271
C00002,3705
C00002,5289
C00002,64781
C00002,23729
C00002,253430
C00002,5305
C00002,79837
C00002,8396
C00002,64080
C00002,200576
C00002,5290
C00002,5291
C00002,5293
C00002,5294
C00002,5286
C00002,5287
C00002,5288
C00002,2585
C00002,64768
C00002,118672
C00002,132158
C00002,9942
C00002,27231
C00002,54981
C00002,84197
C00002,2645
C00002,132
C00002,7083
C00002,7084
C00002,133686
C00002,65220
C00002,80347
C00002,9060
C00002,9061
C00002,55312
C00002,26007
C00002,3795
C00002,256356
C00002,2710
C00002,2712
C00002,2713
C00002,1119
C00002,1120
C00002,53354
C00002,79646
C00002,80025
C00002,8566
C00002,4598
C00002,5313
C00002,5315
C00002,55277
C00002,54963
C00002,7371
C00002,83549
C00002,197258
C00002,55577
C00002,2584
C00002,10020
C00002,5297
C00002,5298
C00002,55300
C00002,55361
C00002,138429
C00002,23396
C00002,8394
C00002,8395
C00002,10978
C00002,11284
C00002,55224
C00002,55500
C00002,56848
C00002,8877
C00002,55750
C00002,10461
C00002,114783
C00002,1436
C00002,1956
C00002,1969
C00002,2041
C00002,2042
C00002,2043
C00002,2044
C00002,2045
C00002,2046
C00002,2047
C00002,2048
C00002,2049
C00002,2050
C00002,2051
C00002,2064
C00002,2065
C00002,2066
C00002,2260
C00002,2261
C00002,2263
C00002,2264
C00002,22853
C00002,2321
C00002,2322
C00002,2324
C00002,238
C00002,284656
C00002,285220
C00002,3480
C00002,3643
C00002,3645
C00002,3791
C00002,3815
C00002,4058
C00002,4233
C00002,4486
C00002,4593
C00002,4914
C00002,4915
C00002,4916
C00002,4919
C00002,4920
C00002,4921
C00002,5156
C00002,5159
C00002,558
C00002,5754
C00002,5979
C00002,6098
C00002,6259
C00002,7010
C00002,7075
C00002,7301
C00002,780
C00002,9625
C00002,10188
C00002,157285
C00002,2185
C00002,2241
C00002,2242
C00002,2268
C00002,2444
C00002,25
C00002,2534
C00002,27
C00002,3055
C00002,3702
C00002,3716
C00002,3717
C00002,3718
C00002,3932
C00002,4067
C00002,4145
C00002,55359
C00002,5747
C00002,5753
C00002,640
C00002,660
C00002,6714
C00002,6725
C00002,6850
C00002,695
C00002,7006
C00002,7294
C00002,7297
C00002,7525
C00002,7535
C00002,79834
C00002,8711
C00002,91461
C00002,10000
C00002,100130827
C00002,100526835
C00002,100533105
C00002,10110
C00002,10114
C00002,102724428
C00002,102800317
C00002,10290
C00002,10298
C00002,10494
C00002,10595
C00002,106821730
C00002,11011
C00002,11035
C00002,11040
C00002,1111
C00002,11183
C00002,11184
C00002,11200
C00002,11213
C00002,112858
C00002,11329
C00002,120892
C00002,122011
C00002,124923
C00002,127933
C00002,138474
C00002,140469
C00002,140803
C00002,140901
C00002,1452
C00002,1453
C00002,1454
C00002,1455
C00002,1456
C00002,1457
C00002,1459
C00002,147746
C00002,149420
C00002,150094
C00002,152110
C00002,1612
C00002,1613
C00002,166614
C00002,167359
C00002,1760
C00002,197259
C00002,2011
C00002,202374
C00002,203447
C00002,204851
C00002,207
C00002,208
C00002,2081
C00002,22848
C00002,23012
C00002,23043
C00002,23049
C00002,23178
C00002,23235
C00002,23387
C00002,23604
C00002,23617
C00002,23678
C00002,2475
C00002,255239
C00002,2580
C00002,25989
C00002,26524
C00002,26576
C00002,27102
C00002,27148
C00002,27330
C00002,27347
C00002,282974
C00002,283106
C00002,283455
C00002,283629
C00002,284086
C00002,2872
C00002,28996
C00002,30811
C00002,30849
C00002,341676
C00002,3611
C00002,3654
C00002,3656
C00002,369
C00002,388228
C00002,3984
C00002,3985
C00002,4139
C00002,4140
C00002,415116
C00002,4261
C00002,4342
C00002,440275
C00002,472
C00002,4750
C00002,4751
C00002,4752
C00002,494551
C00002,50488
C00002,5058
C00002,5062
C00002,5063
C00002,51086
C00002,51135
C00002,51231
C00002,51347
C00002,5170
C00002,51765
C00002,5292
C00002,53904
C00002,53944
C00002,54101
C00002,545
C00002,54822
C00002,54861
C00002,54986
C00002,55351
C00002,55561
C00002,55589
C00002,55781
C00002,5591
C00002,5610
C00002,56164
C00002,5681
C00002,56924
C00002,56975
C00002,57144
C00002,57551
C00002,57787
C00002,5871
C00002,5894
C00002,613
C00002,6195
C00002,6196
C00002,6197
C00002,6198
C00002,6199
C00002,6446
C00002,646643
C00002,65018
C00002,65125
C00002,65266
C00002,65267
C00002,65268
C00002,65975
C00002,673
C00002,6732
C00002,6733
C00002,6787
C00002,6790
C00002,6793
C00002,6794
C00002,6795
C00002,6872
C00002,699
C00002,701
C00002,7204
C00002,7273
C00002,7443
C00002,7444
C00002,7465
C00002,7867
C00002,79705
C00002,79858
C00002,81629
C00002,81788
C00002,8317
C00002,83732
C00002,83903
C00002,83931
C00002,83942
C00002,83983
C00002,84033
C00002,8408
C00002,8428
C00002,84446
C00002,8476
C00002,8491
C00002,85443
C00002,85481
C00002,8550
C00002,8569
C00002,8573
C00002,8576
C00002,8737
C00002,8767
C00002,8780
C00002,8859
C00002,8899
C00002,8986
C00002,8997
C00002,9024
C00002,9088
C00002,9113
C00002,9201
C00002,9212
C00002,9252
C00002,9261
C00002,9262
C00002,9263
C00002,9344
C00002,9448
C00002,9451
C00002,9578
C00002,9706
C00002,9730
C00002,9748
C00002,9833
C00002,9874
C00002,9891
C00002,9943
C00002,1147
C00002,29110
C00002,3551
C00002,9641
C00002,5566
C00002,5567
C00002,5568
C00002,5613
C00002,5592
C00002,5593
C00002,23683
C00002,25865
C00002,29941
C00002,5578
C00002,5579
C00002,5580
C00002,5581
C00002,5582
C00002,5583
C00002,5584
C00002,5585
C00002,5586
C00002,5587
C00002,5588
C00002,5590
C00002,131890
C00002,6011
C00002,156
C00002,157
C00002,10645
C00002,139728
C00002,57118
C00002,57172
C00002,814
C00002,815
C00002,816
C00002,817
C00002,818
C00002,84254
C00002,8536
C00002,340156
C00002,4638
C00002,85366
C00002,91807
C00002,5260
C00002,5261
C00002,5163
C00002,5164
C00002,5165
C00002,5166
C00002,10733
C00002,10769
C00002,1263
C00002,5347
C00002,1017
C00002,1018
C00002,1019
C00002,1020
C00002,1021
C00002,1022
C00002,1024
C00002,1025
C00002,22858
C00002,23097
C00002,23552
C00002,344387
C00002,4117
C00002,51265
C00002,5127
C00002,5128
C00002,5129
C00002,51755
C00002,5218
C00002,5891
C00002,65061
C00002,6792
C00002,728642
C00002,8558
C00002,8621
C00002,8814
C00002,8999
C00002,983
C00002,984
C00002,1432
C00002,225689
C00002,51701
C00002,5594
C00002,5595
C00002,5596
C00002,5597
C00002,5598
C00002,5599
C00002,5600
C00002,5601
C00002,5602
C00002,5603
C00002,6300
C00002,10746
C00002,1326
C00002,389840
C00002,4214
C00002,4215
C00002,4216
C00002,4217
C00002,4293
C00002,4294
C00002,4296
C00002,51776
C00002,6885
C00002,7786
C00002,80122
C00002,84451
C00002,9020
C00002,9064
C00002,9175
C00002,146057
C00002,2931
C00002,2932
C00002,84630
C00002,130399
C00002,269
C00002,657
C00002,658
C00002,659
C00002,7046
C00002,7048
C00002,90
C00002,91
C00002,92
C00002,93
C00002,94
C00002,5562
C00002,5563
C00002,11113
C00002,91754
C00002,6093
C00002,9475
C00002,10295
C00002,10922
C00002,10420
C00002,1195
C00002,1196
C00002,1198
C00002,1859
C00002,25778
C00002,57396
C00002,7016
C00002,7272
C00002,8444
C00002,8445
C00002,8798
C00002,9149
C00002,55872
C00002,5604
C00002,5605
C00002,5606
C00002,5607
C00002,5608
C00002,5609
C00002,6416
C00002,5832
C00002,5230
C00002,5232
C00002,1152
C00002,1158
C00002,1159
C00002,1160
C00002,548596
C00002,129607
C00002,51727
C00002,10654
C00002,117283
C00002,51447
C00002,9807
C00002,23262
C00002,9677
C00002,102157402
C00002,122481
C00002,158067
C00002,203
C00002,204
C00002,205
C00002,221264
C00002,26289
C00002,10201
C00002,29922
C00002,4830
C00002,4831
C00002,4832
C00002,4833
C00002,654364
C00002,2987
C00002,1841
C00002,221823
C00002,5631
C00002,5634
C00002,27010
C00002,23057
C00002,349565
C00002,64802
C00002,10914
C00002,11044
C00002,167153
C00002,169966
C00002,54855
C00002,55149
C00002,56903
C00002,64282
C00002,64852
C00002,64895
C00002,80308
C00002,11128
C00002,25885
C00002,5430
C00002,5431
C00002,5442
C00002,55703
C00002,84172
C00002,51095
C00002,10243
C00002,27304
C00002,4938
C00002,4939
C00002,4940
C00002,115004
C00002,79693
C00002,11164
C00002,22928
C00002,22929
C00002,26873
C00002,84284
C00002,318
C00002,377841
C00002,953
C00002,956
C00002,5167
C00002,5169
C00002,4597
C00002,55739
C00002,107
C00002,108
C00002,109
C00002,111
C00002,112
C00002,113
C00002,114
C00002,115
C00002,196883
C00002,55811
C00002,51067
C00002,8565
C00002,4141
C00002,92935
C00002,54938
C00002,6301
C00002,1615
C00002,55157
C00002,2617
C00002,2058
C00002,25973
C00002,79587
C00002,833
C00002,124454
C00002,5859
C00002,57038
C00002,5917
C00002,10352
C00002,7453
C00002,10056
C00002,10667
C00002,2193
C00002,23438
C00002,3035
C00002,4677
C00002,79731
C00002,123283
C00002,6897
C00002,80222
C00002,23395
C00002,51520
C00002,3376
C00002,55699
C00002,3735
C00002,16
C00002,57505
C00002,57176
C00002,7407
C00002,23181
C00002,55902
C00002,84532
C00002,65985
C00002,79611
C00002,116285
C00002,123876
C00002,142827
C00002,341392
C00002,348158
C00002,54988
C00002,6296
C00002,80221
C00002,11001
C00002,2180
C00002,2181
C00002,2182
C00002,23205
C00002,23305
C00002,51703
C00002,81616
C00002,8801
C00002,8802
C00002,8803
C00002,10998
C00002,197322
C00002,89978
C00002,57494
C00002,2752
C00002,57571
C00002,2356
C00002,2729
C00002,150465
C00002,2937
C00002,284716
C00002,79717
C00002,10606
C00002,2618
C00002,100528021
C00002,10588
C00002,3141
C00002,31
C00002,32
C00002,1373
C00002,1503
C00002,56474
C00002,93100
C00002,25902
C00002,4522
C00002,445
C00002,55191
C00002,8833
C00002,5198
C00002,440
C00002,790
C00002,283459
C00002,5188
C00002,55278
C00002,5091
C00002,5095
C00002,5096
C00002,56922
C00002,64087
C00002,3978
C00002,3980
C00002,3981
C00002,8634
C00002,506
C00002,523
C00003,124
C00003,125
C00003,126
C00003,127
C00003,128
C00003,130
C00003,131
C00003,56898
C00003,195814
C00003,201140
C00003,8630
C00003,51171
C00003,6652
C00003,3248
C00003,3283
C00003,3284
C00003,1645
C00003,50814
C00003,3028
C00003,80270
C00003,3614
C00003,3615
C00003,231
C00003,441282
C00003,57016
C00003,3030
C00003,1646
C00003,340811
C00003,8644
C00003,7358
C00003,3294
C00003,7923
C00003,160287
C00003,3939
C00003,3945
C00003,3948
C00003,92483
C00003,622
C00003,11112
C00003,5959
C00003,5226
C00003,1962
C00003,3033
C00003,1109
C00003,2539
C00003,4190
C00003,4191
C00003,4200
C00003,26227
C00003,3419
C00003,3420
C00003,3421
C00003,1487
C00003,1488
C00003,207063
C00003,51084
C00003,9563
C00003,3292
C00003,51144
C00003,51478
C00003,79154
C00003,9380
C00003,23171
C00003,2819
C00003,10229
C00003,100861540
C00003,107987478
C00003,107987479
C00003,11283
C00003,1543
C00003,1544
C00003,1545
C00003,1551
C00003,1553
C00003,1558
C00003,1562
C00003,1564
C00003,1565
C00003,1572
C00003,1573
C00003,1577
C00003,1579
C00003,1580
C00003,199974
C00003,260293
C00003,284541
C00003,29785
C00003,57834
C00003,64816
C00003,66002
C00003,7299
C00003,7498
C00003,2597
C00003,26330
C00003,4329
C00003,7915
C00003,217
C00003,219
C00003,223
C00003,224
C00003,501
C00003,64577
C00003,216
C00003,220
C00003,8854
C00003,218
C00003,221
C00003,222
C00003,8659
C00003,1717
C00003,644
C00003,645
C00003,145482
C00003,22949
C00003,284273
C00003,554235
C00003,2746
C00003,2747
C00003,10797
C00003,441024
C00003,29920
C00003,5831
C00003,65263
C00003,1428
C00003,1719
C00003,200895
C00003,5860
C00003,10157
C00003,123956252
C00003,1727
C00003,51167
C00003,51700
C00003,51706
C00003,606495
C00003,50506
C00003,53905
C00003,55328
C00003,1728
C00003,1738
C00003,2936
C00003,158046
C00003,64359
C00003,22933
C00003,23408
C00003,23409
C00003,23410
C00003,23411
C00003,51547
C00003,51548
C00003,10038
C00003,142
C00003,80351
C00003,8658
C00003,116969
C00003,417
C00003,419
C00003,420
C00003,1725
C00003,133686
C00003,65220
C00003,23057
C00003,349565
C00003,64802
C00003,25819
C00003,23098
C00003,683
C00003,952
C00003,25961
C00003,83594
C00003,5167
C00003,5169
C00003,55191
C00003,3978
C00003,23530
C00003,374291
C00003,4535
C00003,4536
C00003,4537
C00003,4538
C00003,4539
C00003,4540
C00003,4541
C00003,4719
C00003,4720
C00003,4722
C00003,4723
C00003,4728
C00003,4729
C00004,124
C00004,125
C00004,126
C00004,127
C00004,128
C00004,130
C00004,131
C00004,56898
C00004,195814
C00004,201140
C00004,8630
C00004,51171
C00004,6652
C00004,3248
C00004,3283
C00004,3284
C00004,1645
C00004,50814
C00004,3028
C00004,80270
C00004,3614
C00004,3615
C00004,231
C00004,441282
C00004,57016
C00004,3030
C00004,1646
C00004,340811
C00004,8644
C00004,7358
C00004,3294
