source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0006957,"complement activation, alternative pathway",6.624268002878648e-15,True,"""Any process involved in the activation of any of the steps of the alternative pathway of the complement cascade which allows for the direct killing of microbes and the regulation of other immune processes."" [GOC:add, ISBN:0781735149]",17,20,7,20972,0.35,0.4117647058823529,query_1,"['GO:0006956', 'GO:0045087']"
GO:BP,GO:0002376,immune system process,1.3276067724756265e-12,True,"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]",2913,20,19,20972,0.95,0.006522485410230003,query_1,['GO:0008150']
GO:BP,GO:0048583,regulation of response to stimulus,5.891775257391738e-12,True,"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",3993,20,20,20972,1.0,0.005008765339343852,query_1,"['GO:0050789', 'GO:0050896']"
KEGG,KEGG:05150,Staphylococcus aureus infection,6.516384216002373e-12,True,Staphylococcus aureus infection,87,20,9,8716,0.45,0.10344827586206896,query_1,['KEGG:00000']
GO:BP,GO:0030449,regulation of complement activation,1.9720138272059238e-11,True,"""Any process that modulates the frequency, rate or extent of complement activation."" [GOC:go_curators]",20,20,6,20972,0.3,0.3,query_1,"['GO:0002697', 'GO:0002920', 'GO:0006956']"
REAC,REAC:R-HSA-168256,Immune System,9.061963674967621e-11,True,Immune System,2086,20,19,11056,0.95,0.009108341323106424,query_1,['REAC:0000000']
GO:BP,GO:0097278,complement-dependent cytotoxicity,3.300204188466535e-10,True,"""Cell killing caused by the membrane attack complex formed following complement activation."" [GOC:add, GOC:rv]",11,20,5,20972,0.25,0.45454545454545453,query_1,['GO:0001906']
GO:BP,GO:0006958,"complement activation, classical pathway",1.3901570238019006e-09,True,"""Any process involved in the activation of any of the steps of the classical pathway of the complement cascade which allows for the direct killing of microbes, the disposal of immune complexes, and the regulation of other immune processes."" [GOC:add, ISBN:0781735149]",38,20,6,20972,0.3,0.15789473684210525,query_1,"['GO:0002455', 'GO:0006956']"
GO:BP,GO:0002430,complement receptor mediated signaling pathway,1.4275318313855904e-09,True,"""The series of molecular signals generated as a consequence of a component of the complement pathway binding to a complement receptor. Such components include both whole complement proteins and fragments of complement proteins generated through the activity of the complement pathway."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",14,20,5,20972,0.25,0.35714285714285715,query_1,['GO:0002429']
GO:BP,GO:0002920,regulation of humoral immune response,3.542424704103131e-09,True,"""Any process that modulates the frequency, rate, or extent of a humoral immune response."" [GOC:add]",44,20,6,20972,0.3,0.13636363636363635,query_1,"['GO:0006959', 'GO:0050776']"
GO:BP,GO:0009605,response to external stimulus,4.742288400401408e-09,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:hb]",2427,20,16,20972,0.8,0.006592501030078286,query_1,['GO:0050896']
GO:BP,GO:0002455,humoral immune response mediated by circulating immunoglobulin,9.001446776085356e-09,True,"""An immune response dependent upon secreted immunoglobulin. An example of this process is found in Mus musculus."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",51,20,6,20972,0.3,0.11764705882352941,query_1,"['GO:0006959', 'GO:0016064']"
GO:BP,GO:0048518,positive regulation of biological process,3.380879769017366e-08,True,"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",6150,20,20,20972,1.0,0.0032520325203252032,query_1,"['GO:0008150', 'GO:0050789']"
GO:BP,GO:0002697,regulation of immune effector process,5.9530301777843866e-08,True,"""Any process that modulates the frequency, rate, or extent of an immune effector process."" [GOC:add]",395,20,9,20972,0.45,0.02278481012658228,query_1,"['GO:0002252', 'GO:0002682']"
GO:BP,GO:1903659,regulation of complement-dependent cytotoxicity,6.560351902001944e-08,True,"""Any process that modulates the frequency, rate or extent of complement-dependent cytotoxicity."" [GO_REF:0000058, GOC:TermGenie, PMID:24280217]",8,20,4,20972,0.2,0.5,query_1,"['GO:0031341', 'GO:0097278']"
GO:BP,GO:0006952,defense response,7.616699714651603e-08,True,"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]",1883,20,14,20972,0.7,0.007434944237918215,query_1,['GO:0006950']
REAC,REAC:R-HSA-174577,Activation of C3 and C5,9.237606642912394e-08,True,Activation of C3 and C5,7,20,4,11056,0.2,0.5714285714285714,query_1,['REAC:R-HSA-166658']
GO:BP,GO:0051707,response to other organism,2.2301434106575893e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]",1610,20,13,20972,0.65,0.008074534161490683,query_1,"['GO:0043207', 'GO:0044419']"
GO:BP,GO:0043207,response to external biotic stimulus,2.2826993577429462e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]",1613,20,13,20972,0.65,0.008059516429014259,query_1,"['GO:0009605', 'GO:0009607']"
GO:BP,GO:0009607,response to biotic stimulus,3.077414701989581e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]",1652,20,13,20972,0.65,0.007869249394673124,query_1,['GO:0050896']
GO:BP,GO:0006950,response to stress,5.245474308480284e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",3984,20,17,20972,0.85,0.00426706827309237,query_1,['GO:0050896']
GO:BP,GO:0045087,innate immune response,5.861061148032286e-07,True,"""Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."" [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]",1018,20,11,20972,0.55,0.010805500982318271,query_1,"['GO:0006955', 'GO:0140546']"
GO:BP,GO:0045916,negative regulation of complement activation,6.68050102890096e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of complement activation."" [GOC:go_curators]",13,20,4,20972,0.2,0.3076923076923077,query_1,"['GO:0002698', 'GO:0002921', 'GO:0006956', 'GO:0030449']"
GO:BP,GO:0044419,biological process involved in interspecies interaction between organisms,7.643299716006963e-07,True,"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]",1777,20,13,20972,0.65,0.007315700619020821,query_1,['GO:0008150']
GO:BP,GO:0001969,regulation of activation of membrane attack complex,1.1588272735583183e-06,True,"""Any process that modulates the frequency, rate or extent of the activation of the membrane attack complex components of the complement cascade."" [GOC:hjd]",3,20,3,20972,0.15,1.0,query_1,"['GO:0001905', 'GO:0030449']"
GO:BP,GO:0001905,activation of membrane attack complex,1.1588272735583183e-06,True,"""The activation of the membrane attack complex components of the complement cascade which can result in death of a target cell through cytolysis."" [GOC:add, ISBN:0781735149]",3,20,3,20972,0.15,1.0,query_1,['GO:0006956']
GO:BP,GO:0001906,cell killing,1.2453213323627046e-06,True,"""Any process in an organism that results in the killing of its own cells or those of another organism, including in some cases the death of the other organism. Killing here refers to the induction of death in one cell by another cell, not cell-autonomous death due to internal or other environmental conditions."" [GOC:add]",217,20,7,20972,0.35,0.03225806451612903,query_1,['GO:0009987']
GO:BP,GO:0140546,defense response to symbiont,1.334076868783484e-06,True,"""Reactions triggered in response to the presence of a symbiont that act to protect or prevent damage to the host."" [GOC:pg]",1100,20,11,20972,0.55,0.01,query_1,['GO:0098542']
GO:BP,GO:0098542,defense response to other organism,1.6299424857679981e-06,True,"""Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."" [GOC:dos]",1121,20,11,20972,0.55,0.009812667261373774,query_1,"['GO:0006952', 'GO:0051707']"
GO:BP,GO:0002921,negative regulation of humoral immune response,2.2182934685814255e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of a humoral immune response."" [GOC:add]",17,20,4,20972,0.2,0.23529411764705882,query_1,"['GO:0002920', 'GO:0006959', 'GO:0050777']"
GO:BP,GO:0002699,positive regulation of immune effector process,3.935526434434277e-06,True,"""Any process that activates or increases the frequency, rate, or extent of an immune effector process."" [GOC:add]",256,20,7,20972,0.35,0.02734375,query_1,"['GO:0002252', 'GO:0002684', 'GO:0002697']"
GO:BP,GO:0002443,leukocyte mediated immunity,1.0121717914587692e-05,True,"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",475,20,8,20972,0.4,0.016842105263157894,query_1,['GO:0002252']
REAC,REAC:R-HSA-173736,Alternative complement activation,1.7180271080068838e-05,True,Alternative complement activation,5,20,3,11056,0.15,0.6,query_1,['REAC:R-HSA-166663']
REAC,REAC:R-HSA-6798695,Neutrophil degranulation,1.7632430478232596e-05,True,Neutrophil degranulation,476,20,9,11056,0.45,0.018907563025210083,query_1,['REAC:R-HSA-168249']
GO:BP,GO:0010575,positive regulation of vascular endothelial growth factor production,2.9077427378182773e-05,True,"""Any process that increases or activates the frequency, rate, or extent of production of vascular endothelial growth factor."" [GOC:BHF, GOC:rl]",31,20,4,20972,0.2,0.12903225806451613,query_1,"['GO:0001819', 'GO:0010573', 'GO:0010574']"
GO:BP,GO:0016064,immunoglobulin mediated immune response,4.131822565172753e-05,True,"""An immune response mediated by immunoglobulins, whether cell-bound or in solution."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",203,20,6,20972,0.3,0.029556650246305417,query_1,['GO:0019724']
GO:BP,GO:0010574,regulation of vascular endothelial growth factor production,4.277850676447813e-05,True,"""Any process that modulates the frequency, rate, or extent of production of vascular endothelial growth factor."" [GOC:rl]",34,20,4,20972,0.2,0.11764705882352941,query_1,"['GO:0001817', 'GO:0010573']"
GO:BP,GO:0019724,B cell mediated immunity,4.509146313569842e-05,True,"""Any process involved with the carrying out of an immune response by a B cell, through, for instance, the production of antibodies or cytokines, or antigen presentation to T cells."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",206,20,6,20972,0.3,0.02912621359223301,query_1,"['GO:0002449', 'GO:0002460']"
GO:BP,GO:0010573,vascular endothelial growth factor production,6.0810186343709806e-05,True,"""The appearance of vascular endothelial growth factor production due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:rl]",37,20,4,20972,0.2,0.10810810810810811,query_1,['GO:0001816']
GO:BP,GO:0031341,regulation of cell killing,6.21431997924561e-05,True,"""Any process that modulates the frequency, rate or extent of cell killing, the process in which a cell brings about the death of another cell, either in the same or a different organism."" [GOC:mah]",104,20,5,20972,0.25,0.04807692307692308,query_1,"['GO:0001906', 'GO:0050794']"
GO:BP,GO:0097242,amyloid-beta clearance,6.792281737150547e-05,True,"""The process in which amyloid-beta is removed from extracellular brain regions by mechanisms involving cell surface receptors."" [GOC:aruk, GOC:bc, GOC:BHF, PMID:18289866, PMID:19098903, PMID:26005850]",38,20,4,20972,0.2,0.10526315789473684,query_1,['GO:0032501']
GO:BP,GO:0050896,response to stimulus,7.75830428061805e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]",9051,20,20,20972,1.0,0.002209700585570655,query_1,['GO:0008150']
GO:BP,GO:0002703,regulation of leukocyte mediated immunity,0.00014915870449121155,True,"""Any process that modulates the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]",252,20,6,20972,0.3,0.023809523809523808,query_1,"['GO:0002443', 'GO:0002697']"
KEGG,KEGG:04613,Neutrophil extracellular trap formation,0.00020864137796713645,True,Neutrophil extracellular trap formation,192,20,6,8716,0.3,0.03125,query_1,['KEGG:00000']
GO:BP,GO:0032101,regulation of response to external stimulus,0.0004243703107579342,True,"""Any process that modulates the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]",1092,20,9,20972,0.45,0.008241758241758242,query_1,"['GO:0009605', 'GO:0048583']"
KEGG,KEGG:05134,Legionellosis,0.00045189670370841096,True,Legionellosis,56,20,4,8716,0.2,0.07142857142857142,query_1,['KEGG:00000']
GO:BP,GO:0002888,positive regulation of myeloid leukocyte mediated immunity,0.0011120291721384717,True,"""Any process that activates or increases the frequency, rate, or extent of myeloid leukocyte mediated immunity."" [GOC:add]",19,20,3,20972,0.15,0.15789473684210525,query_1,"['GO:0002444', 'GO:0002705', 'GO:0002886']"
GO:BP,GO:0051240,positive regulation of multicellular organismal process,0.0011521369664806475,True,"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",1639,20,10,20972,0.5,0.006101281269066504,query_1,"['GO:0032501', 'GO:0048518', 'GO:0051239']"
KEGG,KEGG:05140,Leishmaniasis,0.0013060308611169782,True,Leishmaniasis,73,20,4,8716,0.2,0.0547945205479452,query_1,['KEGG:00000']
GO:BP,GO:0001970,positive regulation of activation of membrane attack complex,0.0013500337736954409,True,"""Any process that activates, maintains or increases the frequency, rate or extent of the activation of the membrane attack complex components of the complement cascade."" [GOC:hjd]",2,20,2,20972,0.1,1.0,query_1,"['GO:0001905', 'GO:0001969', 'GO:0045917']"
GO:BP,GO:0001971,negative regulation of activation of membrane attack complex,0.0013500337736954409,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the activation of the membrane attack complex components of the complement cascade."" [GOC:hjd]",2,20,2,20972,0.1,1.0,query_1,"['GO:0001905', 'GO:0001969', 'GO:0045916']"
KEGG,KEGG:05133,Pertussis,0.0015326783255451327,True,Pertussis,76,20,4,8716,0.2,0.05263157894736842,query_1,['KEGG:00000']
GO:BP,GO:0002449,lymphocyte mediated immunity,0.0015871036339767948,True,"""Any process involved in the carrying out of an immune response by a lymphocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",377,20,6,20972,0.3,0.015915119363395226,query_1,['GO:0002443']
GO:BP,GO:0043393,regulation of protein binding,0.0016450663876358342,True,"""Any process that modulates the frequency, rate or extent of protein binding."" [GOC:go_curators]",83,20,4,20972,0.2,0.04819277108433735,query_1,['GO:0051098']
GO:BP,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.0019044777880930968,True,"""An immune response mediated by lymphocytes expressing specific receptors for antigen produced through a somatic diversification process that includes somatic recombination of germline gene segments encoding immunoglobulin superfamily domains. Recombined receptors for antigen encoded by immunoglobulin superfamily domains include T cell receptors and immunoglobulins (antibodies) produced by B cells. The first encounter with antigen elicits a primary immune response that is slow and not of great magnitude. T and B cells selected by antigen become activated and undergo clonal expansion. A fraction of antigen-reactive T and B cells become memory cells, whereas others differentiate into effector cells. The memory cells generated during the primary response enable a much faster and stronger secondary immune response upon subsequent exposures to the same antigen (immunological memory). An example of this is the adaptive immune response found in Mus musculus."" [GOC:add, GOC:mtg_sensu, ISBN:0781735149, ISBN:1405196831]",389,20,6,20972,0.3,0.015424164524421594,query_1,['GO:0002250']
KEGG,KEGG:04640,Hematopoietic cell lineage,0.0034016697404385156,True,Hematopoietic cell lineage,93,20,4,8716,0.2,0.043010752688172046,query_1,['KEGG:00000']
GO:BP,GO:0043315,positive regulation of neutrophil degranulation,0.004047783666539202,True,"""Any process that activates or increases the frequency, rate or extent of neutrophil degranulation."" [ISBN:0781735149]",3,20,2,20972,0.1,0.6666666666666666,query_1,"['GO:0002888', 'GO:0043302', 'GO:0043312', 'GO:0043313', 'GO:0050778']"
GO:BP,GO:0038178,complement component C5a signaling pathway,0.004047783666539202,True,"""A G protein-coupled receptor signaling pathway initiated by a C5a component of the complement pathway binding to a complement receptor, and ending with regulation of a downstream cellular process. C5a is a peptide derived from the C5 complement factor."" [GOC:jc, PMID:15313431, Wikipedia:Complement_component_5a]",3,20,2,20972,0.1,0.6666666666666666,query_1,"['GO:0002430', 'GO:0007186']"
GO:BP,GO:0150064,vertebrate eye-specific patterning,0.004047783666539202,True,"""Early postnatal vertebrate developmental process, during which axons of retinal ganglion cells (RGCs), transmitting overlapping inputs from both eyes, segregate into distinct eye-specific non-overlapping regions in the dorsal lateral geniculate nucleus (dLGN) of the thalamus."" [GOC:aruk, GOC:bc, PMID:16025107, PMID:22632727, PMID:29322522]",3,20,2,20972,0.1,0.6666666666666666,query_1,"['GO:0003002', 'GO:0007417', 'GO:0150063']"
GO:BP,GO:0045963,negative regulation of dopamine metabolic process,0.004047783666539202,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving dopamine."" [GOC:go_curators]",3,20,2,20972,0.1,0.6666666666666666,query_1,"['GO:0033239', 'GO:0042053', 'GO:0042417']"
GO:BP,GO:0009617,response to bacterium,0.004433267934608537,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."" [GOC:hb]",719,20,7,20972,0.35,0.009735744089012517,query_1,['GO:0051707']
GO:BP,GO:0010758,regulation of macrophage chemotaxis,0.00462820889324568,True,"""Any process that modulates the rate, frequency or extent of macrophage chemotaxis. Macrophage chemotaxis is the movement of a macrophage in response to an external stimulus."" [GOC:BHF, GOC:dph, GOC:tb]",30,20,3,20972,0.15,0.1,query_1,"['GO:0002688', 'GO:0048246', 'GO:1905521']"
GO:BP,GO:0001775,cell activation,0.0072808197943754855,True,"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]",1123,20,8,20972,0.4,0.007123775601068566,query_1,"['GO:0009987', 'GO:0032501']"
GO:BP,GO:0001819,positive regulation of cytokine production,0.007403966504885064,True,"""Any process that activates or increases the frequency, rate or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]",492,20,6,20972,0.3,0.012195121951219513,query_1,"['GO:0001816', 'GO:0001817', 'GO:0010628', 'GO:0051240']"
GO:BP,GO:0001817,regulation of cytokine production,0.0075952242188689345,True,"""Any process that modulates the frequency, rate, or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]",780,20,7,20972,0.35,0.008974358974358974,query_1,"['GO:0001816', 'GO:0010468', 'GO:0051239']"
GO:BP,GO:0001816,cytokine production,0.00798866815928885,True,"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]",786,20,7,20972,0.35,0.008905852417302799,query_1,"['GO:0010467', 'GO:0032501']"
GO:BP,GO:0033239,negative regulation of amine metabolic process,0.008090934842439567,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving amines."" [GOC:mah]",4,20,2,20972,0.1,0.5,query_1,"['GO:0009308', 'GO:0009892', 'GO:0033238']"
GO:BP,GO:0030451,"regulation of complement activation, alternative pathway",0.008090934842439567,True,"""Any process that modulates the frequency, rate or extent of the alternative pathway of complement activation."" [GOC:go_curators]",4,20,2,20972,0.1,0.5,query_1,"['GO:0006957', 'GO:0030449', 'GO:0045088']"
GO:BP,GO:0150062,complement-mediated synapse pruning,0.008090934842439567,True,"""Synaptic pruning mediated by complement system signaling."" [GOC:aruk, GOC:bc, PMID:18083105, PMID:22632727, PMID:29844190]",4,20,2,20972,0.1,0.5,query_1,['GO:0098883']
GO:BP,GO:0002698,negative regulation of immune effector process,0.008455888927260501,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune effector process."" [GOC:add]",125,20,4,20972,0.2,0.032,query_1,"['GO:0002252', 'GO:0002683', 'GO:0002697']"
KEGG,KEGG:05171,Coronavirus disease - COVID-19,0.009811889703713739,True,Coronavirus disease - COVID-19,234,20,5,8716,0.25,0.021367521367521368,query_1,['KEGG:00000']
GO:BP,GO:0045917,positive regulation of complement activation,0.013477175280892624,True,"""Any process that activates or increases the frequency, rate or extent of complement activation."" [GOC:go_curators]",5,20,2,20972,0.1,0.4,query_1,"['GO:0002699', 'GO:0002922', 'GO:0006956', 'GO:0030449']"
GO:BP,GO:0048246,macrophage chemotaxis,0.013957371166718373,True,"""The movement of a macrophage in response to an external stimulus."" [GOC:jid]",43,20,3,20972,0.15,0.06976744186046512,query_1,"['GO:0030595', 'GO:1905517']"
GO:BP,GO:0002429,immune response-activating cell surface receptor signaling pathway,0.014454145934361732,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of a cell, leading to the activation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",313,20,5,20972,0.25,0.01597444089456869,query_1,"['GO:0002757', 'GO:0002768']"
GO:BP,GO:0001774,microglial cell activation,0.014969535559948625,True,"""The change in morphology and behavior of a microglial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, PMID:10626665, PMID:10695728, PMID:12580336, PMID:9893949]",44,20,3,20972,0.15,0.06818181818181818,query_1,"['GO:0002269', 'GO:0042116', 'GO:0061900']"
GO:BP,GO:0002705,positive regulation of leukocyte mediated immunity,0.01695525412720562,True,"""Any process that activates or increases the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]",149,20,4,20972,0.2,0.026845637583892617,query_1,"['GO:0002443', 'GO:0002699', 'GO:0002703']"
GO:BP,GO:1905521,regulation of macrophage migration,0.01713691668879994,True,"""Any process that modulates the frequency, rate or extent of macrophage migration."" [GO_REF:0000058, GOC:TermGenie, PMID:25749876]",46,20,3,20972,0.15,0.06521739130434782,query_1,"['GO:0071675', 'GO:1905517']"
KEGG,KEGG:04936,Alcoholic liver disease,0.017594775506962246,True,Alcoholic liver disease,142,20,4,8716,0.2,0.028169014084507043,query_1,['KEGG:00000']
GO:BP,GO:0002269,leukocyte activation involved in inflammatory response,0.018294213696638223,True,"""A change in the morphology or behavior of a leukocyte resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an inflammatory response."" [GOC:add, ISBN:0781735149]",47,20,3,20972,0.15,0.06382978723404255,query_1,"['GO:0006954', 'GO:0045321']"
GO:BP,GO:0032091,negative regulation of protein binding,0.019501964122205236,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of protein binding."" [GOC:mah]",48,20,3,20972,0.15,0.0625,query_1,"['GO:0043393', 'GO:0051100']"
GO:BP,GO:0006911,"phagocytosis, engulfment",0.019501964122205236,True,"""The internalization of bacteria, immune complexes and other particulate matter or of an apoptotic cell by phagocytosis, including the membrane and cytoskeletal processes required, which involves one of three mechanisms: zippering of pseudopods around a target via repeated receptor-ligand interactions, sinking of the target directly into plasma membrane of the phagocytosing cell, or induced uptake via an enhanced membrane ruffling of the phagocytosing cell similar to macropinocytosis."" [GOC:curators, ISBN:0781735149]",48,20,3,20972,0.15,0.0625,query_1,"['GO:0006909', 'GO:0099024']"
GO:BP,GO:0007166,cell surface receptor signaling pathway,0.02173801107939782,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor located on the cell surface. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling]",2834,20,11,20972,0.55,0.0038814396612561752,query_1,['GO:0007165']
GO:BP,GO:0061900,glial cell activation,0.02207295681348047,True,"""A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:aruk, GOC:bc, PMID:18723082]",50,20,3,20972,0.15,0.06,query_1,"['GO:0001775', 'GO:0150076']"
