source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0050796,regulation of insulin secretion,1.0,False,"""Any process that modulates the frequency, rate or extent of the regulated release of insulin."" [GOC:ai]",176,54,1,20972,0.018518518518518517,0.005681818181818182,query_1,"['GO:0030073', 'GO:0050708', 'GO:0090276']"
GO:BP,GO:0050801,monoatomic ion homeostasis,1.0,False,"""Any process involved in the maintenance of an internal steady state of monoatomic ions within an organism or cell. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:ai]",524,54,2,20972,0.037037037037037035,0.003816793893129771,query_1,['GO:0048878']
GO:BP,GO:0050808,synapse organization,1.0,False,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai, GOC:pr]",561,54,1,20972,0.018518518518518517,0.0017825311942959,query_1,['GO:0034330']
GO:BP,GO:0050817,coagulation,1.0,False,"""The process in which a fluid solution, or part of it, changes into a solid or semisolid mass."" [ISBN:0198506732]",246,54,2,20972,0.037037037037037035,0.008130081300813009,query_1,['GO:0032501']
GO:BP,GO:0050818,regulation of coagulation,1.0,False,"""Any process that modulates the frequency, rate or extent of coagulation, the process in which a fluid solution, or part of it, changes into a solid or semisolid mass."" [GOC:ai]",76,54,2,20972,0.037037037037037035,0.02631578947368421,query_1,"['GO:0050817', 'GO:0051239']"
GO:BP,GO:0050819,negative regulation of coagulation,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of coagulation."" [GOC:ai]",54,54,2,20972,0.037037037037037035,0.037037037037037035,query_1,"['GO:0050817', 'GO:0050818', 'GO:0051241']"
GO:BP,GO:0050820,positive regulation of coagulation,1.0,False,"""Any process that activates or increases the frequency, rate or extent of coagulation."" [GOC:ai]",30,54,1,20972,0.018518518518518517,0.03333333333333333,query_1,"['GO:0050817', 'GO:0050818', 'GO:0051240']"
GO:BP,GO:0050829,defense response to Gram-negative bacterium,1.0,False,"""Reactions triggered in response to the presence of a Gram-negative bacterium that act to protect the cell or organism."" [GOC:ai]",100,54,2,20972,0.037037037037037035,0.02,query_1,['GO:0042742']
GO:BP,GO:0050848,regulation of calcium-mediated signaling,1.0,False,"""Any process that modulates the frequency, rate or extent of calcium-mediated signaling, the process in which a cell uses calcium ions to convert an extracellular signal into a response."" [GOC:ai]",98,54,2,20972,0.037037037037037035,0.02040816326530612,query_1,"['GO:0019722', 'GO:1902531']"
GO:BP,GO:0050850,positive regulation of calcium-mediated signaling,1.0,False,"""Any process that activates or increases the frequency, rate or extent of calcium-mediated signaling."" [GOC:ai]",59,54,1,20972,0.018518518518518517,0.01694915254237288,query_1,"['GO:0019722', 'GO:0050848', 'GO:1902533']"
GO:BP,GO:0048869,cellular developmental process,1.0,False,"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]",4444,54,16,20972,0.2962962962962963,0.0036003600360036,query_1,"['GO:0009987', 'GO:0032502']"
GO:BP,GO:0048870,cell motility,1.0,False,"""Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another."" [GOC:dgh, GOC:dph, GOC:isa_complete, GOC:mlg]",1794,54,2,20972,0.037037037037037035,0.0011148272017837235,query_1,['GO:0009987']
GO:BP,GO:0048871,multicellular organismal-level homeostasis,1.0,False,"""Any process involved in the maintenance of an internal steady state at the level of the multicellular organism."" [GOC:isa_complete]",839,54,3,20972,0.05555555555555555,0.003575685339690107,query_1,"['GO:0032501', 'GO:0042592']"
GO:BP,GO:0048872,homeostasis of number of cells,1.0,False,"""Any biological process involved in the maintenance of the steady-state number of cells within a population of cells."" [GOC:isa_complete]",338,54,2,20972,0.037037037037037035,0.005917159763313609,query_1,['GO:0048871']
GO:BP,GO:0048878,chemical homeostasis,1.0,False,"""Any biological process involved in the maintenance of an internal steady state of a chemical."" [GOC:isa_complete]",951,54,2,20972,0.037037037037037035,0.002103049421661409,query_1,['GO:0042592']
GO:BP,GO:0048880,sensory system development,1.0,False,"""The process whose specific outcome is the progression of a sensory system over time from its formation to the mature structure."" [GOC:dgh]",429,54,1,20972,0.018518518518518517,0.002331002331002331,query_1,['GO:0048731']
GO:BP,GO:0050673,epithelial cell proliferation,1.0,False,"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population. Epithelial cells make up the epithelium, the covering of internal and external surfaces of the body, including the lining of vessels and other small cavities. It consists of cells joined by small amounts of cementing substances."" [ISBN:0721662544]",435,54,1,20972,0.018518518518518517,0.0022988505747126436,query_1,['GO:0008283']
GO:BP,GO:0050708,regulation of protein secretion,1.0,False,"""Any process that modulates the frequency, rate or extent of the controlled release of a protein from a cell."" [GOC:ai]",265,54,1,20972,0.018518518518518517,0.0037735849056603774,query_1,"['GO:0009306', 'GO:0051223', 'GO:1903530']"
GO:BP,GO:0050714,positive regulation of protein secretion,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the controlled release of a protein from a cell."" [GOC:ai]",147,54,1,20972,0.018518518518518517,0.006802721088435374,query_1,"['GO:0009306', 'GO:0050708', 'GO:0051222', 'GO:1903532']"
GO:BP,GO:0050746,regulation of lipoprotein metabolic process,1.0,False,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipoproteins, any conjugated, water-soluble protein in which the nonprotein group consists of a lipid or lipids."" [GOC:ai]",13,54,1,20972,0.018518518518518517,0.07692307692307693,query_1,"['GO:0042157', 'GO:0051246']"
GO:BP,GO:0050748,negative regulation of lipoprotein metabolic process,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving lipoproteins, any conjugated, water-soluble protein in which the nonprotein group consists of a lipid or lipids."" [GOC:ai]",5,54,1,20972,0.018518518518518517,0.2,query_1,"['GO:0042157', 'GO:0050746', 'GO:0051248']"
GO:BP,GO:0051707,response to other organism,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]",1610,54,8,20972,0.14814814814814814,0.004968944099378882,query_1,"['GO:0043207', 'GO:0044419']"
GO:BP,GO:0051701,biological process involved in interaction with host,1.0,False,"""An interaction between two organisms living together in more or less intimate association. The term host is used for the larger (macro) of the two members of a symbiosis; the various forms of symbiosis include parasitism, commensalism and mutualism."" [GOC:cc]",176,54,2,20972,0.037037037037037035,0.011363636363636364,query_1,['GO:0044403']
GO:BP,GO:0051668,localization within membrane,1.0,False,"""Any process in which a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a membrane."" [GOC:ai]",921,54,4,20972,0.07407407407407407,0.004343105320304018,query_1,['GO:0051641']
GO:BP,GO:0051649,establishment of localization in cell,1.0,False,"""Any process, occurring in a cell, that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos, GOC:dph, GOC:tb]",1938,54,7,20972,0.12962962962962962,0.003611971104231166,query_1,"['GO:0051234', 'GO:0051641']"
GO:BP,GO:0060840,artery development,1.0,False,"""The progression of the artery over time, from its initial formation to the mature structure. An artery is a blood vessel that carries blood away from the heart to a capillary bed."" [GOC:dph, GOC:sdb_2009, GOC:tb]",107,54,2,20972,0.037037037037037035,0.018691588785046728,query_1,['GO:0001568']
GO:BP,GO:0060993,kidney morphogenesis,1.0,False,"""Morphogenesis of a kidney. A kidney is an organ that filters the blood and excretes the end products of body metabolism in the form of urine."" [GOC:dph, GOC:mtg_kidney_jan10]",98,54,1,20972,0.018518518518518517,0.01020408163265306,query_1,"['GO:0001822', 'GO:0009887']"
GO:BP,GO:0061013,regulation of mRNA catabolic process,1.0,False,"""Any process that modulates the rate, frequency, or extent of a mRNA catabolic process, the chemical reactions and pathways resulting in the breakdown of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [GOC:ascb_2009, GOC:dph, GOC:tb]",192,54,1,20972,0.018518518518518517,0.005208333333333333,query_1,"['GO:0006402', 'GO:0009894', 'GO:0010468', 'GO:1903311']"
GO:BP,GO:0061024,membrane organization,1.0,False,"""A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins."" [GOC:dph, GOC:tb]",783,54,4,20972,0.07407407407407407,0.005108556832694764,query_1,['GO:0016043']
GO:BP,GO:0061025,membrane fusion,1.0,False,"""The membrane organization process that joins two lipid bilayers to form a single membrane."" [GOC:dph, GOC:tb]",197,54,1,20972,0.018518518518518517,0.005076142131979695,query_1,['GO:0061024']
GO:BP,GO:0061041,regulation of wound healing,1.0,False,"""Any process that modulates the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:BHF, GOC:dph]",129,54,2,20972,0.037037037037037035,0.015503875968992248,query_1,"['GO:0042060', 'GO:1903034']"
GO:BP,GO:0061045,negative regulation of wound healing,1.0,False,"""Any process that decreases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:dph]",71,54,2,20972,0.037037037037037035,0.028169014084507043,query_1,"['GO:0032102', 'GO:0042060', 'GO:0061041', 'GO:1903035']"
GO:BP,GO:0061061,muscle structure development,1.0,False,"""The progression of a muscle structure over time, from its formation to its mature state. Muscle structures are contractile cells, tissues or organs that are found in multicellular organisms."" [GOC:dph]",673,54,2,20972,0.037037037037037035,0.0029717682020802376,query_1,['GO:0048856']
GO:BP,GO:0061138,morphogenesis of a branching epithelium,1.0,False,"""The process in which the anatomical structures of a branched epithelium are generated and organized."" [GOC:dph]",191,54,1,20972,0.018518518518518517,0.005235602094240838,query_1,"['GO:0001763', 'GO:0002009']"
GO:BP,GO:0061168,regulation of hair follicle placode formation,1.0,False,"""Any process that modulates the rate, frequency, or extent of hair follicle placode formation, the developmental process in which a hair placode forms. An hair follicle placode is a thickening of the ectoderm that will give rise to the hair follicle bud."" [GOC:dph]",1,54,1,20972,0.018518518518518517,1.0,query_1,"['GO:0022603', 'GO:0060789']"
GO:BP,GO:0060828,regulation of canonical Wnt signaling pathway,1.0,False,"""Any process that modulates the rate, frequency, or extent of the Wnt signaling pathway through beta-catenin, the series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes."" [GOC:dph, GOC:sdb_2009, GOC:tb]",255,54,2,20972,0.037037037037037035,0.00784313725490196,query_1,"['GO:0030111', 'GO:0060070']"
GO:BP,GO:0061170,negative regulation of hair follicle placode formation,1.0,False,"""Any process that decreases the rate, frequency, or extent of hair follicle placode formation, the developmental process in which a hair placode forms. An hair follicle placode is a thickening of the ectoderm that will give rise to the hair follicle bud."" [GOC:dph]",1,54,1,20972,0.018518518518518517,1.0,query_1,"['GO:0051799', 'GO:0060789', 'GO:0061168']"
GO:BP,GO:0061333,renal tubule morphogenesis,1.0,False,"""The process in which the renal tubule is generated by specification of cell fate, through the maintenance of cell polarity, regulated cell proliferation and morphogenetic cell rearrangements, shape changes and growth. A renal tubule is a tube that filters, re-absorbs and secretes substances to rid an organism of waste and to play a role in fluid homeostasis."" [GOC:dph, GOC:mtg_kidney_jan10]",82,54,1,20972,0.018518518518518517,0.012195121951219513,query_1,"['GO:0060562', 'GO:0061326']"
GO:BP,GO:0061448,connective tissue development,1.0,False,"""The progression of a connective tissue over time, from its formation to the mature structure."" [GOC:BHF]",291,54,1,20972,0.018518518518518517,0.003436426116838488,query_1,['GO:0009888']
GO:BP,GO:0061458,reproductive system development,1.0,False,"""The progression of the reproductive system over time from its formation to the mature structure. The reproductive system consists of the organs that function in reproduction."" [GOC:dph]",306,54,2,20972,0.037037037037037035,0.006535947712418301,query_1,['GO:0048731']
GO:BP,GO:0060215,primitive hemopoiesis,1.0,False,"""A first transient wave of blood cell production that, in vertebrates, gives rise to erythrocytes (red blood cells) and myeloid cells."" [GOC:bf, GOC:dph, PMID:15378083, PMID:15617691]",9,54,1,20972,0.018518518518518517,0.1111111111111111,query_1,['GO:0035162']
GO:BP,GO:0060255,regulation of macromolecule metabolic process,1.0,False,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",6392,54,8,20972,0.14814814814814814,0.0012515644555694619,query_1,"['GO:0019222', 'GO:0043170']"
GO:BP,GO:0060284,regulation of cell development,1.0,False,"""Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:dph, GOC:tb]",816,54,2,20972,0.037037037037037035,0.0024509803921568627,query_1,"['GO:0045595', 'GO:0048468']"
GO:BP,GO:0060319,primitive erythrocyte differentiation,1.0,False,"""Erythrocyte differentiation which occurs as part of the process of primitive hemopoiesis."" [GOC:add, GOC:BHF, GOC:dph]",5,54,1,20972,0.018518518518518517,0.2,query_1,"['GO:0030218', 'GO:0060215']"
GO:BP,GO:0060322,head development,1.0,False,"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]",787,54,2,20972,0.037037037037037035,0.0025412960609911056,query_1,['GO:0048856']
GO:BP,GO:0060429,epithelium development,1.0,False,"""The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:dph, GOC:mtg_lung]",1234,54,4,20972,0.07407407407407407,0.0032414910858995136,query_1,['GO:0009888']
GO:BP,GO:0060537,muscle tissue development,1.0,False,"""The progression of muscle tissue over time, from its initial formation to its mature state. Muscle tissue is a contractile tissue made up of actin and myosin fibers."" [GOC:dph]",421,54,2,20972,0.037037037037037035,0.004750593824228029,query_1,['GO:0009888']
GO:BP,GO:0061326,renal tubule development,1.0,False,"""The progression of the renal tubule over time from its formation to the mature form. A renal tubule is a tube that filters, re-absorbs and secretes substances to rid an organism of waste and to play a role in fluid homeostasis."" [GOC:dph, GOC:mtg_kidney_jan10]",105,54,2,20972,0.037037037037037035,0.01904761904761905,query_1,"['GO:0035295', 'GO:0060429', 'GO:0072001']"
GO:BP,GO:0065009,regulation of molecular function,1.0,False,"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]",1070,54,1,20972,0.018518518518518517,0.0009345794392523365,query_1,['GO:0065007']
GO:BP,GO:0065008,regulation of biological quality,1.0,False,"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",2963,54,10,20972,0.18518518518518517,0.0033749578130273373,query_1,['GO:0065007']
GO:BP,GO:0065007,biological regulation,1.0,False,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",12804,54,36,20972,0.6666666666666666,0.0028116213683223993,query_1,['GO:0008150']
GO:BP,GO:0070314,G1 to G0 transition,1.0,False,"""A cell cycle arrest process that results in arrest during G1 phase, whereupon the cell enters a specialized resting state known as G0 or quiescence."" [GOC:mah, GOC:mtg_cell_cycle, ISBN:0815316194]",20,54,1,20972,0.018518518518518517,0.05,query_1,['GO:0022402']
GO:BP,GO:0070371,ERK1 and ERK2 cascade,1.0,False,"""A MAPK cascade containing at least the ERK1 or ERK2 MAP kinases. It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and of ERK1 or ERK2. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier. The ERK1/ERK2 cascade is activated by mitogens, growth factors, G protein-coupled receptors, and results in cellular responses such as cell proliferation, cell differentiation and development."" [PMID:20811974, PMID:23125017, PMID:28903453]",300,54,2,20972,0.037037037037037035,0.006666666666666667,query_1,['GO:0000165']
GO:BP,GO:1902414,protein localization to cell junction,1.0,False,"""A process in which a protein is transported to, or maintained in, a location within a cell junction."" [GOC:TermGenie, PMID:18332111]",121,54,1,20972,0.018518518518518517,0.008264462809917356,query_1,['GO:0008104']
GO:BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade,1.0,False,"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:mah]",189,54,1,20972,0.018518518518518517,0.005291005291005291,query_1,"['GO:0043410', 'GO:0070371', 'GO:0070372']"
GO:BP,GO:0070493,thrombin-activated receptor signaling pathway,1.0,False,"""A G protein-coupled receptor signaling pathway initiated by thrombin binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process."" [GOC:mah, PMID:1672265]",14,54,1,20972,0.018518518518518517,0.07142857142857142,query_1,['GO:0007186']
GO:BP,GO:0070509,calcium ion import,1.0,False,"""The directed movement of calcium ions into a cell or organelle."" [GOC:mah]",81,54,2,20972,0.037037037037037035,0.024691358024691357,query_1,['GO:0006816']
GO:BP,GO:0070555,response to interleukin-1,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-1 stimulus."" [GOC:BHF, GOC:mah]",107,54,1,20972,0.018518518518518517,0.009345794392523364,query_1,['GO:0034097']
GO:BP,GO:0070588,calcium ion transmembrane transport,1.0,False,"""A process in which a calcium ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:mah]",326,54,3,20972,0.05555555555555555,0.009202453987730062,query_1,"['GO:0006816', 'GO:0098655']"
GO:BP,GO:0070647,protein modification by small protein conjugation or removal,1.0,False,"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to or removed from a target protein."" [GOC:mah]",927,54,2,20972,0.037037037037037035,0.002157497303128371,query_1,['GO:0043687']
GO:BP,GO:0070741,response to interleukin-6,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-6 stimulus."" [GOC:mah]",35,54,1,20972,0.018518518518518517,0.02857142857142857,query_1,['GO:0034097']
GO:BP,GO:0061564,axon development,1.0,False,"""The progression of an axon over time. Covers axonogenesis (de novo generation of an axon) and axon regeneration (regrowth), as well as processes pertaining to the progression of the axon over time (fasciculation and defasciculation)."" [GOC:dph, GOC:pg, GOC:pr]",513,54,1,20972,0.018518518518518517,0.001949317738791423,query_1,['GO:0031175']
GO:BP,GO:0061640,cytoskeleton-dependent cytokinesis,1.0,False,"""A cytokinesis that involves the function of a set of proteins that are part of the microfilament or microtubule cytoskeleton."" [GOC:dph]",127,54,1,20972,0.018518518518518517,0.007874015748031496,query_1,['GO:0000910']
GO:BP,GO:0061817,endoplasmic reticulum-plasma membrane tethering,1.0,False,"""The attachment of an endoplasmic reticulum membrane to the plasma membrane via molecular tethers."" [GOC:dph, GOC:vw, PMID:23237950, PMID:26877082, PMID:27875684]",6,54,1,20972,0.018518518518518517,0.16666666666666666,query_1,"['GO:0051643', 'GO:0140056']"
GO:BP,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,1.0,False,"""An immune response against microbes mediated by anti-microbial peptides in body fluid."" [PMID:15761415, PMID:24287494]",102,54,1,20972,0.018518518518518517,0.00980392156862745,query_1,['GO:0019730']
GO:BP,GO:0061919,process utilizing autophagic mechanism,1.0,False,"""A cellular process involving delivery of a portion of the cytoplasm to lysosomes or to the plant or fungal vacuole that does not involve direct transport through the endocytic or vacuolar protein sorting (Vps) pathways. This process typically leads to degradation of the cargo; however, it can also be used to deliver resident proteins, such as in the cytoplasm-to-vacuole targeting (Cvt) pathway."" [PMID:21997368, PMID:22966490, PMID:28596378]",599,54,3,20972,0.05555555555555555,0.005008347245409015,query_1,['GO:0009987']
GO:BP,GO:0061951,establishment of protein localization to plasma membrane,1.0,False,"""The directed movement of a protein to a specific location in a plasma membrane."" [GOC:dph, GOC:vw]",65,54,1,20972,0.018518518518518517,0.015384615384615385,query_1,['GO:0090150']
GO:BP,GO:0062012,regulation of small molecule metabolic process,1.0,False,"""Any process that modulates the rate, frequency or extent of a small molecule metabolic process."" [GOC:vw]",313,54,2,20972,0.037037037037037035,0.006389776357827476,query_1,"['GO:0019222', 'GO:0044281']"
GO:BP,GO:0062014,negative regulation of small molecule metabolic process,1.0,False,"""Any process that stops, prevents or reduces the frequency, rate or extent of a small molecule metabolic process."" [GOC:vw]",107,54,1,20972,0.018518518518518517,0.009345794392523364,query_1,"['GO:0009892', 'GO:0044281', 'GO:0062012']"
GO:BP,GO:0062197,cellular response to chemical stress,1.0,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus indicating the organism is under stress."" [PMID:26653712]",300,54,1,20972,0.018518518518518517,0.0033333333333333335,query_1,"['GO:0033554', 'GO:0070887']"
GO:BP,GO:0062207,regulation of pattern recognition receptor signaling pathway,1.0,False,"""Any process that modulates the rate, frequency or extent of a pattern recognition receptor signaling pathway."" [PMID:30610168]",181,54,2,20972,0.037037037037037035,0.011049723756906077,query_1,"['GO:0002221', 'GO:0009966', 'GO:0045088']"
GO:BP,GO:0062208,positive regulation of pattern recognition receptor signaling pathway,1.0,False,"""Any process that decreases the rate, frequency or extent of a pattern recognition receptor signaling pathway."" [PMID:30610168]",79,54,1,20972,0.018518518518518517,0.012658227848101266,query_1,"['GO:0002221', 'GO:0009967', 'GO:0045089', 'GO:0062207']"
GO:BP,GO:0062237,protein localization to postsynapse,1.0,False,"""Any process in which a protein is transported to, and/or maintained at the postsynapse, the part of a synapse that is part of the post-synaptic cell."" [PMID:31189538]",54,54,1,20972,0.018518518518518517,0.018518518518518517,query_1,['GO:0035418']
GO:BP,GO:0065003,protein-containing complex assembly,1.0,False,"""The aggregation, arrangement and bonding together of a set of macromolecules to form a protein-containing complex."" [GOC:jl]",3214,54,7,20972,0.12962962962962962,0.0021779713752333543,query_1,"['GO:0022607', 'GO:0043933']"
GO:BP,GO:0060538,skeletal muscle organ development,1.0,False,"""The progression of a skeletal muscle organ over time from its initial formation to its mature state. A skeletal muscle organ includes the skeletal muscle tissue and its associated connective tissue."" [GOC:dph]",191,54,2,20972,0.037037037037037035,0.010471204188481676,query_1,['GO:0007517']
GO:BP,GO:0070294,renal sodium ion absorption,1.0,False,"""A renal system process in which sodium ions are taken up from the collecting ducts and proximal and distal loops of the nephron. In non-mammalian species, absorption may occur in related structures."" [GOC:dph, GOC:mah]",13,54,1,20972,0.018518518518518517,0.07692307692307693,query_1,"['GO:0003096', 'GO:0070293']"
GO:BP,GO:0060541,respiratory system development,1.0,False,"""The progression of the respiratory system over time from its formation to its mature structure. The respiratory system carries out respiratory gaseous exchange."" [GOC:dph]",221,54,1,20972,0.018518518518518517,0.004524886877828055,query_1,['GO:0048731']
GO:BP,GO:0060562,epithelial tube morphogenesis,1.0,False,"""The process in which the anatomical structures of a tube are generated and organized from an epithelium. Epithelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:dph]",333,54,1,20972,0.018518518518518517,0.003003003003003003,query_1,"['GO:0002009', 'GO:0035239']"
GO:BP,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,1.0,False,"""Any process that activates or increases the frequency, rate or extent of phosphatidylinositol 3-kinase/protein kinase B signal transduction."" [GOC:ai]",192,54,2,20972,0.037037037037037035,0.010416666666666666,query_1,"['GO:0043491', 'GO:0051896', 'GO:1902533']"
GO:BP,GO:0051917,regulation of fibrinolysis,1.0,False,"""Any process that modulates the frequency, rate or extent of fibrinolysis, an ongoing process that solubilizes fibrin, resulting in the removal of small blood clots."" [GOC:ai]",17,54,1,20972,0.018518518518518517,0.058823529411764705,query_1,"['GO:0030193', 'GO:0042730']"
GO:BP,GO:0051918,negative regulation of fibrinolysis,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of fibrinolysis, an ongoing process that solubilizes fibrin, resulting in the removal of small blood clots."" [GOC:ai]",12,54,1,20972,0.018518518518518517,0.08333333333333333,query_1,"['GO:0030194', 'GO:0032103', 'GO:0042730', 'GO:0048519', 'GO:0051917']"
GO:BP,GO:0051924,regulation of calcium ion transport,1.0,False,"""Any process that modulates the frequency, rate or extent of the directed movement of calcium ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",223,54,3,20972,0.05555555555555555,0.013452914798206279,query_1,"['GO:0006816', 'GO:0010959']"
GO:BP,GO:0051926,negative regulation of calcium ion transport,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of calcium ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",57,54,2,20972,0.037037037037037035,0.03508771929824561,query_1,"['GO:0006816', 'GO:0043271', 'GO:0051924']"
GO:BP,GO:0051928,positive regulation of calcium ion transport,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the directed movement of calcium ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",94,54,2,20972,0.037037037037037035,0.02127659574468085,query_1,"['GO:0006816', 'GO:0043270', 'GO:0051924']"
GO:BP,GO:0051960,regulation of nervous system development,1.0,False,"""Any process that modulates the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]",430,54,2,20972,0.037037037037037035,0.004651162790697674,query_1,"['GO:0007399', 'GO:2000026']"
GO:BP,GO:0051961,negative regulation of nervous system development,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]",136,54,1,20972,0.018518518518518517,0.007352941176470588,query_1,"['GO:0007399', 'GO:0051093', 'GO:0051241', 'GO:0051960']"
GO:BP,GO:0051962,positive regulation of nervous system development,1.0,False,"""Any process that activates, maintains or increases the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]",271,54,1,20972,0.018518518518518517,0.0036900369003690036,query_1,"['GO:0007399', 'GO:0051094', 'GO:0051240', 'GO:0051960']"
GO:BP,GO:0052372,modulation by symbiont of entry into host,1.0,False,"""Any process in which an organism modulates the frequency, rate or extent to which it enters into the host organism, where the two organisms are in a symbiotic interaction."" [GOC:mtg_pamgo_17jul06]",28,54,1,20972,0.018518518518518517,0.03571428571428571,query_1,"['GO:0043903', 'GO:0044409']"
GO:BP,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,1.0,False,"""Any process that modulates the frequency, rate or extent of phosphatidylinositol 3-kinase/protein kinase B signal transduction."" [GOC:ai]",268,54,2,20972,0.037037037037037035,0.007462686567164179,query_1,"['GO:0043491', 'GO:1902531']"
GO:BP,GO:0051301,cell division,1.0,False,"""The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells."" [GOC:di, GOC:go_curators, GOC:pr]",656,54,2,20972,0.037037037037037035,0.003048780487804878,query_1,['GO:0009987']
GO:BP,GO:0051402,neuron apoptotic process,1.0,False,"""Any apoptotic process in a neuron, the basic cellular unit of nervous tissue. Each neuron consists of a body, an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."" [CL:0000540, GOC:mtg_apoptosis]",293,54,1,20972,0.018518518518518517,0.0034129692832764505,query_1,['GO:0006915']
